,zcta,0,1,radm_rate
1956,22315,6.0,1.0,0.14285714285714285
1957,22401,5.0,0.0,0.0
1958,22405,3.0,1.0,0.25
1959,22406,5.0,1.0,0.16666666666666666
1960,22407,10.0,2.0,0.16666666666666666
1961,22408,4.0,0.0,0.0
1962,22427,2.0,0.0,0.0
1963,22435,1.0,0.0,0.0
1964,22436,1.0,0.0,0.0
1965,22443,4.0,0.0,0.0
1966,22469,0.0,1.0,0.0
1967,22473,3.0,0.0,0.0
1968,22482,1.0,1.0,0.5
1969,22485,6.0,2.0,0.25
1970,22503,2.0,0.0,0.0
1971,22504,1.0,0.0,0.0
1972,22508,2.0,1.0,0.3333333333333333
1973,22511,1.0,0.0,0.0
1974,22514,0.0,1.0,0.0
1975,22534,1.0,0.0,0.0
1976,22539,2.0,0.0,0.0
1977,22546,6.0,0.0,0.0
1978,22551,2.0,0.0,0.0
1979,22553,3.0,0.0,0.0
1980,22554,3.0,0.0,0.0
1981,22556,5.0,0.0,0.0
1982,22560,1.0,0.0,0.0
1983,22572,2.0,0.0,0.0
1984,22576,2.0,0.0,0.0
1985,22578,1.0,2.0,0.6666666666666666
1986,22579,1.0,0.0,0.0
1987,22580,1.0,1.0,0.5
1988,22601,4.0,1.0,0.2
1989,22602,7.0,1.0,0.125
1990,22603,4.0,1.0,0.2
1991,22610,1.0,0.0,0.0
1992,22611,1.0,0.0,0.0
1993,22624,1.0,0.0,0.0
1994,22625,1.0,0.0,0.0
1995,22630,7.0,1.0,0.125
1996,22645,1.0,0.0,0.0
1997,22652,1.0,0.0,0.0
1998,22654,1.0,0.0,0.0
1999,22655,1.0,0.0,0.0
2000,22656,3.0,0.0,0.0
2001,22657,1.0,0.0,0.0
2002,22660,1.0,0.0,0.0
2003,22663,1.0,0.0,0.0
2004,22664,2.0,0.0,0.0
2005,22701,4.0,1.0,0.2
2006,22712,3.0,0.0,0.0
2007,22724,2.0,0.0,0.0
2008,22731,1.0,0.0,0.0
2009,22734,1.0,0.0,0.0
2010,22737,1.0,0.0,0.0
2011,22801,0.0,2.0,0.0
2012,22802,3.0,1.0,0.25
2013,22812,1.0,0.0,0.0
2014,22815,2.0,0.0,0.0
2015,22824,1.0,0.0,0.0
2016,22827,3.0,1.0,0.25
2017,22831,2.0,0.0,0.0
2018,22832,2.0,0.0,0.0
2019,22834,1.0,0.0,0.0
2020,22835,3.0,0.0,0.0
2021,22840,2.0,0.0,0.0
2022,22842,1.0,0.0,0.0
2023,22851,3.0,0.0,0.0
2024,22853,0.0,1.0,0.0
2025,22901,3.0,0.0,0.0
2026,22902,4.0,0.0,0.0
2027,22903,4.0,0.0,0.0
2028,22911,5.0,0.0,0.0
2029,22920,2.0,0.0,0.0
2030,22923,1.0,1.0,0.5
2031,22932,2.0,0.0,0.0
2032,22939,2.0,0.0,0.0
2033,22940,1.0,0.0,0.0
2034,22942,1.0,0.0,0.0
2035,22947,2.0,0.0,0.0
2036,22948,0.0,1.0,0.0
2037,22952,2.0,0.0,0.0
2038,22958,1.0,0.0,0.0
2039,22960,4.0,1.0,0.2
2040,22963,1.0,1.0,0.5
2041,22967,1.0,0.0,0.0
2042,22968,2.0,0.0,0.0
2043,22974,1.0,0.0,0.0
2044,22980,6.0,1.0,0.14285714285714285
2045,23002,3.0,0.0,0.0
2046,23005,7.0,0.0,0.0
2047,23009,2.0,0.0,0.0
2048,23015,1.0,0.0,0.0
2049,23024,2.0,0.0,0.0
2050,23025,0.0,1.0,0.0
2051,23027,1.0,0.0,0.0
2052,23030,1.0,0.0,0.0
2053,23040,1.0,0.0,0.0
2054,23059,5.0,0.0,0.0
2055,23060,6.0,1.0,0.14285714285714285
2056,23061,4.0,0.0,0.0
2057,23062,2.0,0.0,0.0
2058,23066,2.0,0.0,0.0
2059,23072,3.0,0.0,0.0
2060,23075,1.0,0.0,0.0
2061,23076,1.0,0.0,0.0
2062,23083,1.0,0.0,0.0
2063,23086,1.0,0.0,0.0
2064,23089,1.0,1.0,0.5
2065,23092,1.0,0.0,0.0
2066,23093,1.0,1.0,0.5
2067,23103,1.0,0.0,0.0
2068,23106,1.0,0.0,0.0
2069,23111,9.0,0.0,0.0
2070,23112,8.0,1.0,0.1111111111111111
2071,23113,6.0,1.0,0.14285714285714285
2072,23114,2.0,1.0,0.3333333333333333
2073,23116,6.0,0.0,0.0
2074,23117,2.0,0.0,0.0
2075,23120,2.0,0.0,0.0
2076,23138,1.0,0.0,0.0
2077,23139,6.0,0.0,0.0
2078,23140,4.0,0.0,0.0
2079,23141,1.0,0.0,0.0
2080,23150,5.0,0.0,0.0
2081,23156,1.0,0.0,0.0
2082,23181,2.0,0.0,0.0
2083,23185,5.0,1.0,0.16666666666666666
2084,23188,11.0,1.0,0.08333333333333333
2085,23192,3.0,0.0,0.0
2086,23219,1.0,0.0,0.0
2087,23220,3.0,0.0,0.0
2088,23221,2.0,1.0,0.3333333333333333
2089,23222,2.0,0.0,0.0
2090,23223,9.0,0.0,0.0
2091,23224,1.0,1.0,0.5
2092,23225,4.0,0.0,0.0
2093,23226,5.0,0.0,0.0
2094,23227,6.0,1.0,0.14285714285714285
2095,23228,5.0,0.0,0.0
2096,23229,10.0,0.0,0.0
2097,23230,2.0,0.0,0.0
2098,23231,9.0,1.0,0.1
2099,23233,4.0,0.0,0.0
2100,23234,2.0,4.0,0.6666666666666666
2101,23235,10.0,2.0,0.16666666666666666
2102,23236,5.0,1.0,0.16666666666666666
2103,23237,2.0,2.0,0.5
2104,23238,8.0,0.0,0.0
2105,23294,2.0,1.0,0.3333333333333333
2106,23308,1.0,0.0,0.0
2107,23314,0.0,1.0,0.0
2108,23320,7.0,1.0,0.125
2109,23321,7.0,1.0,0.125
2110,23322,11.0,0.0,0.0
2111,23323,6.0,0.0,0.0
2112,23324,1.0,0.0,0.0
2113,23336,1.0,0.0,0.0
2114,23337,1.0,0.0,0.0
2115,23350,1.0,0.0,0.0
2116,23356,1.0,0.0,0.0
2117,23359,1.0,0.0,0.0
2118,23395,0.0,1.0,0.0
2119,23405,1.0,0.0,0.0
2120,23415,1.0,0.0,0.0
2121,23417,2.0,0.0,0.0
2122,23420,1.0,0.0,0.0
2123,23421,0.0,1.0,0.0
2124,23422,1.0,0.0,0.0
2125,23426,1.0,1.0,0.5
2126,23430,4.0,0.0,0.0
2127,23432,1.0,0.0,0.0
2128,23434,7.0,3.0,0.3
2129,23435,2.0,0.0,0.0
2130,23451,5.0,2.0,0.2857142857142857
2131,23452,6.0,1.0,0.14285714285714285
2132,23454,5.0,1.0,0.16666666666666666
2133,23455,6.0,2.0,0.25
2134,23456,6.0,1.0,0.14285714285714285
2135,23457,2.0,0.0,0.0
2136,23462,4.0,0.0,0.0
2137,23464,15.0,1.0,0.0625
2138,23502,1.0,0.0,0.0
2139,23503,5.0,1.0,0.16666666666666666
2140,23504,1.0,0.0,0.0
2141,23505,2.0,1.0,0.3333333333333333
2142,23507,1.0,0.0,0.0
2143,23509,3.0,0.0,0.0
2144,23510,1.0,0.0,0.0
2145,23513,2.0,0.0,0.0
2146,23517,2.0,1.0,0.3333333333333333
2147,23518,7.0,2.0,0.2222222222222222
2148,23601,2.0,1.0,0.3333333333333333
2149,23602,5.0,1.0,0.16666666666666666
2150,23605,3.0,0.0,0.0
2151,23606,3.0,1.0,0.25
2152,23607,2.0,0.0,0.0
2153,23608,8.0,0.0,0.0
2154,23661,0.0,1.0,0.0
2155,23662,2.0,1.0,0.3333333333333333
2156,23663,1.0,0.0,0.0
2157,23664,1.0,1.0,0.5
2158,23666,9.0,2.0,0.18181818181818182
2159,23669,4.0,3.0,0.42857142857142855
2160,23692,7.0,1.0,0.125
2161,23693,4.0,0.0,0.0
2162,23696,1.0,0.0,0.0
2163,23701,5.0,1.0,0.16666666666666666
2164,23702,1.0,2.0,0.6666666666666666
2165,23703,5.0,2.0,0.2857142857142857
2166,23704,1.0,0.0,0.0
2167,23707,2.0,0.0,0.0
2168,23803,9.0,1.0,0.1
2169,23829,1.0,0.0,0.0
2170,23831,5.0,2.0,0.2857142857142857
2171,23832,4.0,0.0,0.0
2172,23833,2.0,1.0,0.3333333333333333
2173,23834,7.0,3.0,0.3
2174,23836,1.0,2.0,0.6666666666666666
2175,23837,1.0,0.0,0.0
2176,23838,3.0,0.0,0.0
2177,23841,1.0,0.0,0.0
2178,23842,1.0,0.0,0.0
2179,23843,1.0,0.0,0.0
2180,23847,1.0,1.0,0.5
2181,23851,2.0,1.0,0.3333333333333333
2182,23860,4.0,0.0,0.0
2183,23866,1.0,0.0,0.0
2184,23868,1.0,0.0,0.0
2185,23872,1.0,1.0,0.5
2186,23875,1.0,0.0,0.0
2187,23878,1.0,0.0,0.0
2188,23881,1.0,0.0,0.0
2189,23882,0.0,1.0,0.0
2190,23883,2.0,0.0,0.0
2191,23888,1.0,0.0,0.0
2192,23901,3.0,0.0,0.0
2193,23919,3.0,0.0,0.0
2194,23920,0.0,1.0,0.0
2195,23922,1.0,0.0,0.0
2196,23923,0.0,1.0,0.0
2197,23924,1.0,1.0,0.5
2198,23927,1.0,0.0,0.0
2199,23930,1.0,0.0,0.0
2200,23936,1.0,1.0,0.5
2201,23947,1.0,0.0,0.0
2202,23950,0.0,1.0,0.0
2203,23954,0.0,1.0,0.0
2204,23960,2.0,0.0,0.0
2205,23964,2.0,0.0,0.0
2206,23967,1.0,0.0,0.0
2207,23970,2.0,0.0,0.0
2208,24012,3.0,0.0,0.0
2209,24013,1.0,1.0,0.5
2210,24014,2.0,0.0,0.0
2211,24015,2.0,1.0,0.3333333333333333
2212,24016,1.0,1.0,0.5
2213,24017,3.0,1.0,0.25
2214,24018,8.0,2.0,0.2
2215,24019,6.0,2.0,0.25
2216,24054,1.0,0.0,0.0
2217,24055,3.0,1.0,0.25
2218,24060,9.0,0.0,0.0
2219,24065,1.0,1.0,0.5
2220,24066,1.0,0.0,0.0
2221,24072,1.0,0.0,0.0
2222,24073,1.0,1.0,0.5
2223,24079,1.0,0.0,0.0
2224,24083,1.0,0.0,0.0
2225,24084,1.0,0.0,0.0
2226,24087,2.0,0.0,0.0
2227,24090,3.0,0.0,0.0
2228,24091,1.0,0.0,0.0
2229,24092,1.0,0.0,0.0
2230,24095,1.0,0.0,0.0
2231,24101,1.0,1.0,0.5
2232,24104,1.0,1.0,0.5
2233,24112,5.0,0.0,0.0
2234,24120,1.0,0.0,0.0
2235,24121,3.0,1.0,0.25
2236,24124,2.0,0.0,0.0
2237,24128,1.0,0.0,0.0
2238,24133,1.0,0.0,0.0
2239,24134,3.0,0.0,0.0
2240,24136,1.0,0.0,0.0
2241,24137,2.0,0.0,0.0
2242,24141,1.0,4.0,0.8
2243,24147,1.0,0.0,0.0
2244,24151,5.0,0.0,0.0
2245,24153,8.0,1.0,0.1111111111111111
2246,24171,2.0,0.0,0.0
2247,24175,5.0,0.0,0.0
2248,24176,1.0,0.0,0.0
2249,24179,4.0,1.0,0.2
2250,24184,1.0,0.0,0.0
2251,24201,2.0,0.0,0.0
2252,24202,1.0,1.0,0.5
2253,24211,1.0,0.0,0.0
2254,24219,1.0,0.0,0.0
2255,24226,1.0,0.0,0.0
2256,24228,0.0,1.0,0.0
2257,24230,1.0,0.0,0.0
2258,24236,1.0,0.0,0.0
2259,24244,1.0,0.0,0.0
2260,24248,1.0,0.0,0.0
2261,24251,1.0,0.0,0.0
2262,24258,1.0,0.0,0.0
2263,24260,2.0,0.0,0.0
2264,24266,2.0,0.0,0.0
2265,24273,0.0,1.0,0.0
2266,24277,2.0,0.0,0.0
2267,24279,2.0,0.0,0.0
2268,24281,1.0,0.0,0.0
2269,24293,0.0,1.0,0.0
2270,24301,3.0,0.0,0.0
2271,24317,1.0,0.0,0.0
2272,24318,0.0,1.0,0.0
2273,24319,2.0,0.0,0.0
2274,24322,1.0,0.0,0.0
2275,24330,1.0,0.0,0.0
2276,24333,8.0,0.0,0.0
2277,24340,1.0,0.0,0.0
2278,24343,2.0,0.0,0.0
2279,24354,3.0,0.0,0.0
2280,24360,1.0,0.0,0.0
2281,24368,1.0,1.0,0.5
2282,24370,1.0,0.0,0.0
2283,24380,1.0,0.0,0.0
2284,24381,2.0,0.0,0.0
2285,24382,4.0,0.0,0.0
2286,24401,5.0,1.0,0.16666666666666666
2287,24416,2.0,1.0,0.3333333333333333
2288,24421,2.0,0.0,0.0
2289,24422,1.0,0.0,0.0
2290,24426,3.0,1.0,0.25
2291,24437,0.0,2.0,0.0
2292,24440,0.0,1.0,0.0
2293,24445,2.0,0.0,0.0
2294,24450,4.0,2.0,0.3333333333333333
2295,24457,1.0,0.0,0.0
2296,24465,1.0,0.0,0.0
2297,24471,1.0,0.0,0.0
2298,24473,1.0,0.0,0.0
2299,24474,1.0,0.0,0.0
2300,24476,1.0,0.0,0.0
2301,24477,3.0,0.0,0.0
2302,24479,2.0,0.0,0.0
2303,24482,1.0,0.0,0.0
2304,24484,1.0,1.0,0.5
2305,24501,1.0,0.0,0.0
2306,24502,5.0,1.0,0.16666666666666666
2307,24503,4.0,2.0,0.3333333333333333
2308,24504,2.0,0.0,0.0
2309,24517,1.0,1.0,0.5
2310,24521,5.0,0.0,0.0
2311,24522,2.0,0.0,0.0
2312,24523,4.0,1.0,0.2
2313,24526,1.0,1.0,0.5
2314,24527,1.0,1.0,0.5
2315,24530,1.0,0.0,0.0
2316,24531,1.0,1.0,0.5
2317,24540,5.0,0.0,0.0
2318,24541,7.0,0.0,0.0
2319,24549,1.0,0.0,0.0
2320,24551,3.0,0.0,0.0
2321,24556,1.0,0.0,0.0
2322,24557,2.0,0.0,0.0
2323,24563,1.0,0.0,0.0
2324,24566,1.0,0.0,0.0
2325,24571,2.0,1.0,0.3333333333333333
2326,24572,4.0,1.0,0.2
2327,24574,1.0,0.0,0.0
2328,24577,1.0,1.0,0.5
2329,24586,1.0,0.0,0.0
2330,24588,1.0,0.0,0.0
2331,24589,1.0,0.0,0.0
2332,24590,1.0,0.0,0.0
2333,24592,1.0,0.0,0.0
2334,24605,4.0,0.0,0.0
2335,24612,1.0,0.0,0.0
2336,24614,3.0,0.0,0.0
2337,24637,0.0,1.0,0.0
2338,24641,1.0,0.0,0.0
2339,24646,1.0,0.0,0.0
2340,24649,2.0,0.0,0.0
2341,24701,2.0,0.0,0.0
2342,24712,1.0,2.0,0.6666666666666666
2343,24740,3.0,0.0,0.0
2344,24747,0.0,1.0,0.0
2345,24801,1.0,0.0,0.0
2346,24811,1.0,0.0,0.0
2347,24853,2.0,0.0,0.0
2348,24870,0.0,1.0,0.0
2349,24872,1.0,0.0,0.0
2350,24874,1.0,0.0,0.0
2351,24881,1.0,0.0,0.0
2352,24901,2.0,2.0,0.5
2353,24910,1.0,0.0,0.0
2354,24918,1.0,0.0,0.0
2355,24925,1.0,0.0,0.0
2356,24927,2.0,0.0,0.0
2357,24941,1.0,0.0,0.0
2358,24951,1.0,0.0,0.0
2359,24954,1.0,0.0,0.0
2360,24957,1.0,1.0,0.5
2361,24970,2.0,0.0,0.0
2362,24976,1.0,0.0,0.0
2363,25015,2.0,0.0,0.0
2364,25019,2.0,0.0,0.0
2365,25043,1.0,0.0,0.0
2366,25045,1.0,0.0,0.0
2367,25064,2.0,0.0,0.0
2368,25071,1.0,0.0,0.0
2369,25110,1.0,0.0,0.0
2370,25154,1.0,0.0,0.0
2371,25160,1.0,0.0,0.0
2372,25174,1.0,0.0,0.0
2373,25177,2.0,0.0,0.0
2374,25205,0.0,1.0,0.0
2375,25213,4.0,0.0,0.0
2376,25239,1.0,0.0,0.0
2377,25252,0.0,1.0,0.0
2378,25259,1.0,0.0,0.0
2379,25271,1.0,1.0,0.5
2380,25286,1.0,0.0,0.0
2381,25302,2.0,0.0,0.0
2382,25303,1.0,0.0,0.0
2383,25304,3.0,0.0,0.0
2384,25306,1.0,0.0,0.0
2385,25309,3.0,0.0,0.0
2386,25311,3.0,0.0,0.0
2387,25314,4.0,0.0,0.0
2388,25320,1.0,0.0,0.0
2389,25401,2.0,1.0,0.3333333333333333
2390,25403,2.0,0.0,0.0
2391,25404,6.0,2.0,0.25
2392,25405,2.0,2.0,0.5
2393,25411,3.0,2.0,0.4
2394,25413,3.0,0.0,0.0
2395,25414,5.0,1.0,0.16666666666666666
2396,25419,3.0,0.0,0.0
2397,25422,1.0,0.0,0.0
2398,25425,2.0,0.0,0.0
2399,25427,1.0,0.0,0.0
2400,25430,2.0,0.0,0.0
2401,25431,0.0,1.0,0.0
2402,25434,2.0,0.0,0.0
2403,25437,1.0,0.0,0.0
2404,25442,1.0,0.0,0.0
2405,25443,1.0,0.0,0.0
2406,25446,1.0,0.0,0.0
2407,25504,2.0,2.0,0.5
2408,25506,1.0,0.0,0.0
2409,25507,1.0,0.0,0.0
2410,25508,1.0,0.0,0.0
2411,25510,1.0,0.0,0.0
2412,25520,2.0,0.0,0.0
2413,25521,2.0,0.0,0.0
2414,25524,1.0,0.0,0.0
2415,25526,3.0,0.0,0.0
2416,25535,0.0,1.0,0.0
2417,25537,1.0,1.0,0.5
2418,25541,1.0,0.0,0.0
2419,25550,2.0,0.0,0.0
2420,25555,1.0,0.0,0.0
2421,25571,1.0,1.0,0.5
2422,25635,1.0,0.0,0.0
2423,25661,3.0,1.0,0.25
2424,25670,1.0,0.0,0.0
2425,25676,0.0,1.0,0.0
2426,25678,1.0,0.0,0.0
2427,25701,3.0,0.0,0.0
2428,25704,2.0,0.0,0.0
2429,25705,2.0,0.0,0.0
2430,25801,3.0,0.0,0.0
2431,25812,1.0,0.0,0.0
2432,25813,0.0,1.0,0.0
2433,25827,2.0,0.0,0.0
2434,25831,0.0,1.0,0.0
2435,25832,1.0,0.0,0.0
2436,25840,1.0,0.0,0.0
2437,25845,1.0,0.0,0.0
2438,25848,1.0,0.0,0.0
2439,25880,2.0,0.0,0.0
2440,25901,1.0,0.0,0.0
2441,25917,1.0,0.0,0.0
2442,25918,1.0,0.0,0.0
2443,25932,1.0,0.0,0.0
2444,25936,1.0,0.0,0.0
2445,25962,1.0,0.0,0.0
2446,25979,0.0,1.0,0.0
2447,26003,12.0,1.0,0.07692307692307693
2448,26033,1.0,0.0,0.0
2449,26034,6.0,0.0,0.0
2450,26035,3.0,0.0,0.0
2451,26037,1.0,1.0,0.5
2452,26040,1.0,0.0,0.0
2453,26041,2.0,0.0,0.0
2454,26047,2.0,0.0,0.0
2455,26050,1.0,0.0,0.0
2456,26062,5.0,2.0,0.2857142857142857
2457,26070,1.0,0.0,0.0
2458,26101,13.0,0.0,0.0
2459,26104,4.0,1.0,0.2
2460,26105,3.0,1.0,0.25
2461,26147,1.0,0.0,0.0
2462,26150,1.0,0.0,0.0
2463,26155,1.0,0.0,0.0
2464,26164,1.0,0.0,0.0
2465,26170,1.0,0.0,0.0
2466,26175,1.0,0.0,0.0
2467,26187,5.0,0.0,0.0
2468,26201,2.0,0.0,0.0
2469,26205,2.0,0.0,0.0
2470,26206,1.0,0.0,0.0
2471,26237,1.0,0.0,0.0
2472,26241,4.0,3.0,0.42857142857142855
2473,26250,3.0,0.0,0.0
2474,26261,1.0,0.0,0.0
2475,26269,1.0,0.0,0.0
2476,26275,1.0,0.0,0.0
2477,26287,2.0,0.0,0.0
2478,26288,1.0,0.0,0.0
2479,26296,0.0,1.0,0.0
2480,26301,4.0,0.0,0.0
2481,26330,2.0,0.0,0.0
2482,26351,1.0,0.0,0.0
2483,26354,1.0,0.0,0.0
2484,26362,0.0,1.0,0.0
2485,26378,2.0,0.0,0.0
2486,26386,1.0,0.0,0.0
2487,26405,0.0,1.0,0.0
2488,26408,1.0,0.0,0.0
2489,26415,1.0,1.0,0.5
2490,26416,1.0,1.0,0.5
2491,26425,1.0,0.0,0.0
2492,26426,3.0,1.0,0.25
2493,26431,2.0,0.0,0.0
2494,26440,1.0,0.0,0.0
2495,26452,5.0,0.0,0.0
2496,26501,4.0,0.0,0.0
2497,26505,4.0,0.0,0.0
2498,26508,7.0,1.0,0.125
2499,26547,0.0,1.0,0.0
2500,26554,7.0,1.0,0.125
2501,26570,2.0,0.0,0.0
2502,26571,1.0,0.0,0.0
2503,26574,1.0,0.0,0.0
2504,26581,1.0,0.0,0.0
2505,26582,1.0,1.0,0.5
2506,26601,2.0,0.0,0.0
2507,26610,0.0,1.0,0.0
2508,26619,1.0,0.0,0.0
2509,26624,1.0,0.0,0.0
2510,26651,1.0,0.0,0.0
2511,26679,1.0,0.0,0.0
2512,26704,1.0,1.0,0.5
2513,26707,0.0,1.0,0.0
2514,26710,2.0,0.0,0.0
2515,26719,0.0,1.0,0.0
2516,26726,1.0,1.0,0.5
2517,26743,2.0,0.0,0.0
2518,26753,1.0,0.0,0.0
2519,26757,1.0,1.0,0.5
2520,26764,1.0,0.0,0.0
2521,26807,0.0,1.0,0.0
2522,26847,2.0,0.0,0.0
2523,26852,1.0,0.0,0.0
2524,27006,5.0,0.0,0.0
2525,27009,1.0,0.0,0.0
2526,27012,4.0,0.0,0.0
2527,27013,2.0,0.0,0.0
2528,27018,1.0,0.0,0.0
2529,27020,1.0,0.0,0.0
2530,27027,1.0,1.0,0.5
2531,27028,5.0,0.0,0.0
2532,27030,6.0,3.0,0.3333333333333333
2533,27041,4.0,0.0,0.0
2534,27048,1.0,0.0,0.0
2535,27052,2.0,1.0,0.3333333333333333
2536,27101,1.0,0.0,0.0
2537,27103,3.0,0.0,0.0
2538,27104,2.0,0.0,0.0
2539,27105,1.0,0.0,0.0
2540,27106,4.0,0.0,0.0
2541,27107,5.0,0.0,0.0
2542,27127,3.0,0.0,0.0
2543,27203,3.0,0.0,0.0
2544,27205,2.0,0.0,0.0
2545,27207,1.0,0.0,0.0
2546,27214,2.0,0.0,0.0
2547,27215,7.0,1.0,0.125
2548,27217,1.0,1.0,0.5
2549,27229,0.0,1.0,0.0
2550,27233,2.0,0.0,0.0
2551,27243,2.0,0.0,0.0
2552,27248,1.0,0.0,0.0
2553,27249,2.0,0.0,0.0
2554,27253,2.0,0.0,0.0
2555,27258,2.0,0.0,0.0
2556,27262,5.0,0.0,0.0
2557,27263,2.0,0.0,0.0
2558,27265,6.0,1.0,0.14285714285714285
2559,27278,7.0,1.0,0.125
2560,27281,1.0,0.0,0.0
2561,27282,1.0,0.0,0.0
2562,27284,3.0,2.0,0.4
2563,27288,4.0,1.0,0.2
2564,27292,6.0,1.0,0.14285714285714285
2565,27295,2.0,0.0,0.0
2566,27301,1.0,0.0,0.0
2567,27302,6.0,0.0,0.0
2568,27306,1.0,0.0,0.0
2569,27310,1.0,0.0,0.0
2570,27311,2.0,0.0,0.0
2571,27312,4.0,2.0,0.3333333333333333
2572,27314,1.0,0.0,0.0
2573,27315,0.0,1.0,0.0
2574,27320,1.0,0.0,0.0
2575,27325,2.0,0.0,0.0
2576,27330,3.0,0.0,0.0
2577,27332,5.0,0.0,0.0
2578,27341,2.0,0.0,0.0
2579,27344,1.0,0.0,0.0
2580,27357,2.0,1.0,0.3333333333333333
2581,27358,1.0,1.0,0.5
2582,27370,3.0,0.0,0.0
2583,27376,3.0,0.0,0.0
2584,27379,3.0,1.0,0.25
2585,27401,1.0,0.0,0.0
2586,27403,1.0,0.0,0.0
2587,27405,6.0,0.0,0.0
2588,27407,1.0,0.0,0.0
2589,27408,1.0,2.0,0.6666666666666666
2590,27409,1.0,0.0,0.0
2591,27410,0.0,1.0,0.0
2592,27501,2.0,1.0,0.3333333333333333
2593,27502,2.0,1.0,0.3333333333333333
2594,27504,4.0,0.0,0.0
2595,27505,3.0,0.0,0.0
2596,27510,1.0,0.0,0.0
2597,27511,3.0,1.0,0.25
2598,27513,4.0,1.0,0.2
2599,27514,4.0,1.0,0.2
2600,27516,2.0,0.0,0.0
2601,27517,5.0,1.0,0.16666666666666666
2602,27518,4.0,0.0,0.0
2603,27519,7.0,1.0,0.125
2604,27520,5.0,0.0,0.0
2605,27521,3.0,0.0,0.0
2606,27522,2.0,0.0,0.0
2607,27523,0.0,1.0,0.0
2608,27524,1.0,1.0,0.5
2609,27525,2.0,0.0,0.0
2610,27526,8.0,2.0,0.2
2611,27527,1.0,0.0,0.0
2612,27529,10.0,2.0,0.16666666666666666
2613,27530,8.0,0.0,0.0
2614,27534,6.0,1.0,0.14285714285714285
2615,27536,2.0,0.0,0.0
2616,27537,3.0,0.0,0.0
2617,27539,2.0,0.0,0.0
2618,27540,3.0,0.0,0.0
2619,27542,2.0,0.0,0.0
2620,27544,1.0,0.0,0.0
2621,27545,1.0,1.0,0.5
2622,27546,4.0,0.0,0.0
2623,27549,3.0,0.0,0.0
2624,27557,2.0,0.0,0.0
2625,27560,2.0,0.0,0.0
2626,27562,1.0,0.0,0.0
2627,27565,5.0,0.0,0.0
2628,27569,2.0,0.0,0.0
2629,27571,2.0,0.0,0.0
2630,27572,1.0,0.0,0.0
2631,27573,4.0,0.0,0.0
2632,27574,2.0,1.0,0.3333333333333333
2633,27576,4.0,0.0,0.0
2634,27577,2.0,1.0,0.3333333333333333
2635,27581,2.0,0.0,0.0
2636,27582,0.0,1.0,0.0
2637,27587,12.0,0.0,0.0
2638,27589,2.0,0.0,0.0
2639,27591,2.0,2.0,0.5
2640,27592,0.0,1.0,0.0
2641,27596,1.0,0.0,0.0
2642,27597,4.0,1.0,0.2
2643,27601,1.0,0.0,0.0
2644,27603,4.0,0.0,0.0
2645,27604,1.0,0.0,0.0
2646,27605,0.0,1.0,0.0
2647,27606,4.0,0.0,0.0
2648,27607,2.0,0.0,0.0
2649,27608,2.0,0.0,0.0
2650,27609,4.0,0.0,0.0
2651,27610,5.0,2.0,0.2857142857142857
2652,27612,4.0,0.0,0.0
2653,27613,1.0,0.0,0.0
2654,27614,5.0,1.0,0.16666666666666666
2655,27615,8.0,0.0,0.0
2656,27616,3.0,0.0,0.0
2657,27617,1.0,0.0,0.0
2658,27701,1.0,0.0,0.0
2659,27703,4.0,0.0,0.0
2660,27704,4.0,1.0,0.2
2661,27705,6.0,1.0,0.14285714285714285
2662,27707,5.0,1.0,0.16666666666666666
2663,27712,3.0,2.0,0.4
2664,27713,1.0,0.0,0.0
2665,27801,6.0,1.0,0.14285714285714285
2666,27803,4.0,1.0,0.2
2667,27804,0.0,1.0,0.0
2668,27805,1.0,0.0,0.0
2669,27807,3.0,0.0,0.0
2670,27808,2.0,0.0,0.0
2671,27809,1.0,0.0,0.0
2672,27810,2.0,0.0,0.0
2673,27812,2.0,0.0,0.0
2674,27814,1.0,0.0,0.0
2675,27817,4.0,0.0,0.0
2676,27818,3.0,0.0,0.0
2677,27820,1.0,0.0,0.0
2678,27823,2.0,1.0,0.3333333333333333
2679,27828,5.0,1.0,0.16666666666666666
2680,27829,0.0,1.0,0.0
2681,27830,2.0,0.0,0.0
2682,27832,2.0,0.0,0.0
2683,27834,4.0,0.0,0.0
2684,27837,1.0,0.0,0.0
2685,27839,1.0,0.0,0.0
2686,27842,2.0,0.0,0.0
2687,27843,2.0,0.0,0.0
2688,27845,0.0,1.0,0.0
2689,27846,2.0,0.0,0.0
2690,27850,1.0,0.0,0.0
2691,27851,1.0,0.0,0.0
2692,27852,1.0,0.0,0.0
2693,27855,1.0,0.0,0.0
2694,27856,1.0,1.0,0.5
2695,27858,11.0,2.0,0.15384615384615385
2696,27863,1.0,0.0,0.0
2697,27864,1.0,0.0,0.0
2698,27865,1.0,0.0,0.0
2699,27869,1.0,0.0,0.0
2700,27870,5.0,1.0,0.16666666666666666
2701,27871,1.0,0.0,0.0
2702,27874,1.0,0.0,0.0
2703,27878,1.0,0.0,0.0
2704,27880,1.0,0.0,0.0
2705,27882,1.0,0.0,0.0
2706,27883,1.0,0.0,0.0
2707,27886,3.0,0.0,0.0
2708,27889,6.0,0.0,0.0
2709,27891,1.0,0.0,0.0
2710,27892,0.0,2.0,0.0
2711,27893,4.0,1.0,0.2
