,zcta,0,1,radm_rate
436,12184,1.0,0.0,0.0
437,12185,1.0,0.0,0.0
438,12188,1.0,0.0,0.0
439,12189,4.0,0.0,0.0
440,12202,2.0,0.0,0.0
441,12203,5.0,2.0,0.2857142857142857
442,12205,3.0,3.0,0.5
443,12207,1.0,0.0,0.0
444,12208,2.0,1.0,0.3333333333333333
445,12209,1.0,2.0,0.6666666666666666
446,12211,1.0,0.0,0.0
447,12302,4.0,1.0,0.2
448,12303,6.0,0.0,0.0
449,12304,3.0,0.0,0.0
450,12306,3.0,0.0,0.0
451,12309,5.0,0.0,0.0
452,12401,6.0,1.0,0.14285714285714285
453,12404,1.0,0.0,0.0
454,12409,1.0,0.0,0.0
455,12410,1.0,0.0,0.0
456,12413,1.0,0.0,0.0
457,12414,1.0,0.0,0.0
458,12417,1.0,0.0,0.0
459,12449,1.0,0.0,0.0
460,12451,2.0,1.0,0.3333333333333333
461,12453,1.0,0.0,0.0
462,12455,1.0,0.0,0.0
463,12458,1.0,0.0,0.0
464,12459,1.0,0.0,0.0
465,12461,0.0,1.0,0.0
466,12464,1.0,0.0,0.0
467,12473,1.0,0.0,0.0
468,12474,1.0,0.0,0.0
469,12475,1.0,0.0,0.0
470,12477,3.0,0.0,0.0
471,12480,1.0,0.0,0.0
472,12481,0.0,1.0,0.0
473,12486,1.0,0.0,0.0
474,12487,0.0,1.0,0.0
475,12489,1.0,0.0,0.0
476,12498,3.0,1.0,0.25
477,12501,1.0,0.0,0.0
478,12508,0.0,1.0,0.0
479,12518,1.0,0.0,0.0
480,12523,1.0,0.0,0.0
481,12524,5.0,0.0,0.0
482,12525,0.0,1.0,0.0
483,12528,2.0,0.0,0.0
484,12531,2.0,0.0,0.0
485,12533,4.0,0.0,0.0
486,12534,3.0,2.0,0.4
487,12538,4.0,0.0,0.0
488,12540,1.0,1.0,0.5
489,12542,2.0,0.0,0.0
490,12546,1.0,0.0,0.0
491,12547,1.0,0.0,0.0
492,12549,2.0,0.0,0.0
493,12550,5.0,0.0,0.0
494,12553,5.0,0.0,0.0
495,12561,2.0,0.0,0.0
496,12564,1.0,0.0,0.0
497,12565,1.0,0.0,0.0
498,12566,1.0,0.0,0.0
499,12569,3.0,1.0,0.25
500,12570,1.0,0.0,0.0
501,12580,1.0,0.0,0.0
502,12582,2.0,0.0,0.0
503,12586,2.0,1.0,0.3333333333333333
504,12590,6.0,1.0,0.14285714285714285
505,12592,1.0,0.0,0.0
506,12594,0.0,1.0,0.0
507,12601,7.0,0.0,0.0
508,12603,6.0,0.0,0.0
509,12701,1.0,0.0,0.0
510,12721,2.0,0.0,0.0
511,12722,1.0,0.0,0.0
512,12723,1.0,0.0,0.0
513,12736,1.0,0.0,0.0
514,12741,0.0,1.0,0.0
515,12746,1.0,1.0,0.5
516,12751,0.0,1.0,0.0
517,12771,1.0,0.0,0.0
518,12777,1.0,0.0,0.0
519,12779,1.0,0.0,0.0
520,12790,2.0,0.0,0.0
521,12801,1.0,0.0,0.0
522,12803,1.0,1.0,0.5
523,12804,4.0,0.0,0.0
524,12814,1.0,0.0,0.0
525,12815,1.0,0.0,0.0
526,12816,1.0,0.0,0.0
527,12824,1.0,0.0,0.0
528,12828,2.0,0.0,0.0
529,12831,2.0,0.0,0.0
530,12833,2.0,0.0,0.0
531,12834,1.0,0.0,0.0
532,12839,3.0,1.0,0.25
533,12849,2.0,0.0,0.0
534,12857,1.0,0.0,0.0
535,12865,0.0,1.0,0.0
536,12866,6.0,2.0,0.25
537,12883,1.0,0.0,0.0
538,12885,1.0,0.0,0.0
539,12887,1.0,0.0,0.0
540,12901,6.0,2.0,0.25
541,12913,1.0,0.0,0.0
542,12926,1.0,0.0,0.0
543,12935,1.0,0.0,0.0
544,12937,1.0,0.0,0.0
545,12945,2.0,0.0,0.0
546,12957,1.0,0.0,0.0
547,12958,1.0,0.0,0.0
548,12959,1.0,0.0,0.0
549,12962,2.0,0.0,0.0
550,12972,2.0,0.0,0.0
551,12981,0.0,1.0,0.0
552,12983,2.0,0.0,0.0
553,12986,2.0,0.0,0.0
554,12993,1.0,0.0,0.0
555,13021,3.0,0.0,0.0
556,13026,1.0,0.0,0.0
557,13027,6.0,0.0,0.0
558,13030,2.0,0.0,0.0
559,13031,3.0,1.0,0.25
560,13032,1.0,0.0,0.0
561,13033,1.0,0.0,0.0
562,13034,1.0,0.0,0.0
563,13035,1.0,0.0,0.0
564,13037,2.0,0.0,0.0
565,13039,1.0,0.0,0.0
566,13041,1.0,1.0,0.5
567,13045,2.0,2.0,0.5
568,13052,1.0,0.0,0.0
569,13053,1.0,0.0,0.0
570,13054,2.0,0.0,0.0
571,13057,3.0,0.0,0.0
572,13066,4.0,2.0,0.3333333333333333
573,13069,6.0,2.0,0.25
574,13071,1.0,0.0,0.0
575,13073,1.0,0.0,0.0
576,13074,1.0,0.0,0.0
577,13078,5.0,0.0,0.0
578,13081,1.0,0.0,0.0
579,13088,6.0,0.0,0.0
580,13090,3.0,1.0,0.25
581,13101,1.0,0.0,0.0
582,13102,1.0,0.0,0.0
583,13104,3.0,0.0,0.0
584,13108,1.0,0.0,0.0
585,13111,1.0,0.0,0.0
586,13114,2.0,0.0,0.0
587,13126,4.0,1.0,0.2
588,13142,0.0,3.0,0.0
589,13143,1.0,0.0,0.0
590,13144,1.0,0.0,0.0
591,13148,1.0,0.0,0.0
592,13158,1.0,0.0,0.0
593,13163,1.0,0.0,0.0
594,13203,2.0,0.0,0.0
595,13205,3.0,0.0,0.0
596,13207,1.0,0.0,0.0
597,13209,2.0,0.0,0.0
598,13210,1.0,0.0,0.0
599,13211,1.0,0.0,0.0
600,13212,3.0,2.0,0.4
601,13214,3.0,0.0,0.0
602,13215,1.0,0.0,0.0
603,13219,2.0,0.0,0.0
604,13224,2.0,1.0,0.3333333333333333
605,13304,1.0,0.0,0.0
606,13309,2.0,0.0,0.0
607,13317,3.0,0.0,0.0
608,13318,0.0,1.0,0.0
609,13322,1.0,0.0,0.0
610,13323,1.0,0.0,0.0
611,13326,2.0,1.0,0.3333333333333333
612,13328,1.0,0.0,0.0
613,13333,0.0,1.0,0.0
614,13334,1.0,0.0,0.0
615,13339,0.0,1.0,0.0
616,13340,3.0,0.0,0.0
617,13346,2.0,0.0,0.0
618,13350,1.0,0.0,0.0
619,13353,1.0,0.0,0.0
620,13354,1.0,0.0,0.0
621,13357,1.0,0.0,0.0
622,13363,1.0,0.0,0.0
623,13365,1.0,0.0,0.0
624,13413,1.0,0.0,0.0
625,13416,1.0,1.0,0.5
626,13420,1.0,0.0,0.0
627,13421,3.0,0.0,0.0
628,13428,1.0,0.0,0.0
629,13438,1.0,0.0,0.0
630,13440,7.0,2.0,0.2222222222222222
631,13456,1.0,0.0,0.0
632,13460,1.0,0.0,0.0
633,13461,2.0,0.0,0.0
634,13478,1.0,0.0,0.0
635,13492,1.0,0.0,0.0
636,13501,3.0,0.0,0.0
637,13502,2.0,0.0,0.0
638,13601,3.0,2.0,0.4
639,13605,0.0,1.0,0.0
640,13615,1.0,0.0,0.0
641,13617,1.0,1.0,0.5
642,13618,1.0,0.0,0.0
643,13619,3.0,0.0,0.0
644,13622,1.0,0.0,0.0
645,13624,3.0,0.0,0.0
646,13634,1.0,0.0,0.0
647,13642,2.0,0.0,0.0
648,13656,1.0,0.0,0.0
649,13662,5.0,0.0,0.0
650,13667,2.0,0.0,0.0
651,13668,1.0,0.0,0.0
652,13669,3.0,1.0,0.25
653,13676,2.0,0.0,0.0
654,13679,1.0,0.0,0.0
655,13685,1.0,0.0,0.0
656,13694,2.0,1.0,0.3333333333333333
657,13730,1.0,0.0,0.0
658,13732,1.0,0.0,0.0
659,13733,1.0,0.0,0.0
660,13736,1.0,1.0,0.5
661,13739,1.0,0.0,0.0
662,13746,2.0,0.0,0.0
663,13748,3.0,0.0,0.0
664,13750,1.0,0.0,0.0
665,13753,1.0,0.0,0.0
666,13755,1.0,0.0,0.0
667,13760,1.0,2.0,0.6666666666666666
668,13782,0.0,1.0,0.0
669,13783,1.0,0.0,0.0
670,13786,1.0,0.0,0.0
671,13787,1.0,0.0,0.0
672,13790,5.0,0.0,0.0
673,13795,1.0,0.0,0.0
674,13801,0.0,1.0,0.0
675,13803,2.0,0.0,0.0
676,13807,2.0,0.0,0.0
677,13809,1.0,0.0,0.0
678,13811,2.0,0.0,0.0
679,13815,2.0,0.0,0.0
680,13820,1.0,0.0,0.0
681,13827,4.0,0.0,0.0
682,13830,0.0,1.0,0.0
683,13833,1.0,0.0,0.0
684,13849,2.0,0.0,0.0
685,13850,2.0,0.0,0.0
686,13861,0.0,1.0,0.0
687,13865,3.0,0.0,0.0
688,13901,3.0,0.0,0.0
689,13903,2.0,1.0,0.3333333333333333
690,13904,2.0,2.0,0.5
691,13905,3.0,0.0,0.0
692,14006,1.0,0.0,0.0
693,14008,1.0,0.0,0.0
694,14032,2.0,0.0,0.0
695,14035,1.0,0.0,0.0
696,14047,1.0,0.0,0.0
697,14048,1.0,0.0,0.0
698,14051,1.0,1.0,0.5
699,14052,2.0,0.0,0.0
700,14062,1.0,0.0,0.0
701,14066,1.0,0.0,0.0
702,14067,1.0,1.0,0.5
703,14075,3.0,0.0,0.0
704,14085,1.0,0.0,0.0
705,14092,1.0,0.0,0.0
706,14103,1.0,0.0,0.0
707,14105,0.0,1.0,0.0
708,14108,0.0,1.0,0.0
709,14120,1.0,0.0,0.0
710,14136,1.0,0.0,0.0
711,14138,0.0,1.0,0.0
712,14150,3.0,0.0,0.0
713,14172,1.0,0.0,0.0
714,14206,2.0,0.0,0.0
715,14208,1.0,1.0,0.5
716,14209,1.0,0.0,0.0
717,14211,1.0,0.0,0.0
718,14214,3.0,0.0,0.0
719,14220,1.0,0.0,0.0
720,14221,1.0,0.0,0.0
721,14224,0.0,1.0,0.0
722,14226,1.0,0.0,0.0
723,14227,1.0,0.0,0.0
724,14228,1.0,1.0,0.5
725,14304,2.0,0.0,0.0
726,14411,2.0,0.0,0.0
727,14420,2.0,0.0,0.0
728,14423,1.0,1.0,0.5
729,14424,1.0,0.0,0.0
730,14425,1.0,0.0,0.0
731,14428,1.0,0.0,0.0
732,14432,1.0,1.0,0.5
733,14433,1.0,1.0,0.5
734,14437,0.0,1.0,0.0
735,14445,1.0,0.0,0.0
736,14450,3.0,0.0,0.0
737,14454,1.0,0.0,0.0
738,14456,2.0,0.0,0.0
739,14464,2.0,0.0,0.0
740,14468,2.0,0.0,0.0
741,14478,0.0,1.0,0.0
742,14481,0.0,1.0,0.0
743,14482,1.0,0.0,0.0
744,14487,0.0,1.0,0.0
745,14502,2.0,0.0,0.0
746,14513,3.0,0.0,0.0
747,14514,0.0,1.0,0.0
748,14519,2.0,0.0,0.0
749,14526,1.0,0.0,0.0
750,14530,1.0,0.0,0.0
751,14532,1.0,0.0,0.0
752,14534,2.0,0.0,0.0
753,14536,1.0,0.0,0.0
754,14543,1.0,0.0,0.0
755,14559,1.0,0.0,0.0
756,14564,3.0,0.0,0.0
757,14569,1.0,1.0,0.5
758,14572,0.0,1.0,0.0
759,14580,2.0,1.0,0.3333333333333333
760,14589,1.0,0.0,0.0
761,14605,1.0,0.0,0.0
762,14606,1.0,0.0,0.0
763,14607,1.0,0.0,0.0
764,14608,1.0,0.0,0.0
765,14609,2.0,0.0,0.0
766,14610,2.0,0.0,0.0
767,14611,1.0,0.0,0.0
768,14612,1.0,0.0,0.0
769,14618,1.0,0.0,0.0
770,14619,1.0,0.0,0.0
771,14620,2.0,0.0,0.0
772,14621,3.0,0.0,0.0
773,14622,1.0,0.0,0.0
774,14623,2.0,0.0,0.0
775,14624,1.0,0.0,0.0
776,14626,2.0,1.0,0.3333333333333333
777,14701,3.0,0.0,0.0
778,14711,1.0,0.0,0.0
779,14724,1.0,0.0,0.0
780,14733,2.0,1.0,0.3333333333333333
781,14740,0.0,1.0,0.0
782,14757,1.0,0.0,0.0
783,14770,1.0,0.0,0.0
784,14772,1.0,0.0,0.0
785,14784,1.0,0.0,0.0
786,14809,1.0,0.0,0.0
787,14810,1.0,0.0,0.0
788,14818,1.0,0.0,0.0
789,14826,1.0,0.0,0.0
790,14830,3.0,0.0,0.0
791,14837,2.0,0.0,0.0
792,14843,3.0,0.0,0.0
793,14850,3.0,0.0,0.0
794,14870,1.0,0.0,0.0
795,14873,1.0,0.0,0.0
796,14879,1.0,0.0,0.0
797,14882,1.0,1.0,0.5
