,zcta,population,sdi_score,black_score,hisp_score,top_deprived_quartile
9415,29910,37678,39.0,68.0,74.0,0.0
9416,29911,2017,51.0,87.0,6.0,0.0
9417,29912,0,0.0,0.0,0.0,0.0
9418,29915,599,86.0,1.0,1.0,1.0
9419,29916,1464,35.0,93.0,1.0,0.0
9420,29918,5060,77.0,97.0,62.0,1.0
9421,29920,10389,45.0,95.0,31.0,0.0
9422,29921,255,65.0,99.0,1.0,1.0
9423,29922,1101,75.0,98.0,1.0,1.0
9424,29923,682,77.0,97.0,1.0,1.0
9425,29924,3855,57.0,92.0,4.0,0.0
9426,29926,24658,33.0,68.0,69.0,0.0
9427,29927,9064,84.0,93.0,76.0,1.0
9428,29928,17270,13.0,39.0,52.0,0.0
9429,29929,1172,24.0,90.0,7.0,0.0
9430,29932,293,54.0,93.0,57.0,0.0
9431,29934,596,38.0,99.0,43.0,0.0
9432,29935,3405,52.0,85.0,31.0,0.0
9433,29936,14061,70.0,93.0,60.0,1.0
9434,29939,269,53.0,97.0,1.0,0.0
9435,29940,4437,71.0,97.0,27.0,1.0
9436,29941,525,75.0,97.0,1.0,1.0
9437,29943,342,53.0,91.0,1.0,0.0
9438,29944,4847,71.0,95.0,5.0,1.0
9439,29945,4918,70.0,99.0,6.0,1.0
9440,30002,5835,66.0,88.0,34.0,1.0
9441,30004,60229,10.0,65.0,60.0,0.0
9442,30005,38887,11.0,63.0,43.0,0.0
9443,30008,32905,90.0,92.0,81.0,1.0
9444,30009,14759,35.0,75.0,47.0,0.0
9445,30011,14600,44.0,74.0,55.0,0.0
9446,30012,27233,90.0,93.0,72.0,1.0
9447,30013,25947,63.0,96.0,54.0,1.0
9448,30014,37433,77.0,90.0,42.0,1.0
9449,30016,52641,58.0,95.0,31.0,0.0
9450,30017,23676,8.0,87.0,41.0,0.0
9451,30019,45624,15.0,78.0,72.0,0.0
9452,30021,24196,99.0,95.0,20.0,1.0
9453,30022,68274,15.0,70.0,44.0,0.0
9454,30024,71960,3.0,63.0,47.0,0.0
9455,30025,9312,30.0,79.0,36.0,0.0
9456,30028,23276,25.0,16.0,58.0,0.0
9457,30030,27322,52.0,84.0,25.0,0.0
9458,30032,48787,94.0,99.0,25.0,1.0
9459,30033,31276,53.0,67.0,48.0,0.0
9460,30034,43922,69.0,100.0,5.0,1.0
9461,30035,20854,78.0,100.0,16.0,1.0
9462,30038,41692,65.0,100.0,8.0,1.0
9463,30039,43646,46.0,96.0,55.0,0.0
9464,30040,61657,14.0,42.0,60.0,0.0
9465,30041,57584,7.0,34.0,44.0,0.0
9466,30043,86259,36.0,84.0,70.0,0.0
9467,30044,86523,67.0,87.0,82.0,1.0
9468,30045,33602,21.0,92.0,70.0,0.0
9469,30046,36466,81.0,89.0,75.0,1.0
9470,30047,62325,37.0,81.0,72.0,0.0
9471,30052,59699,28.0,82.0,44.0,0.0
9472,30054,11472,42.0,82.0,8.0,0.0
9473,30055,2397,23.0,37.0,9.0,0.0
9474,30056,2303,54.0,68.0,10.0,0.0
9475,30058,53971,69.0,100.0,28.0,1.0
9476,30060,37334,95.0,88.0,84.0,1.0
9477,30062,65206,13.0,73.0,49.0,0.0
9478,30064,46678,18.0,83.0,47.0,0.0
9479,30066,52930,11.0,68.0,50.0,0.0
9480,30067,47556,70.0,89.0,56.0,1.0
9481,30068,32068,7.0,56.0,40.0,0.0
9482,30070,424,95.0,74.0,1.0,1.0
9483,30071,24286,86.0,81.0,90.0,1.0
9484,30072,648,47.0,65.0,61.0,0.0
9485,30075,54858,9.0,70.0,46.0,0.0
9486,30076,43656,52.0,73.0,75.0,0.0
9487,30078,35206,32.0,90.0,54.0,0.0
9488,30079,2861,92.0,96.0,37.0,1.0
9489,30080,54407,63.0,88.0,71.0,1.0
9490,30082,26974,48.0,88.0,63.0,0.0
9491,30083,54845,87.0,99.0,27.0,1.0
9492,30084,35896,61.0,82.0,73.0,1.0
9493,30087,36403,33.0,97.0,36.0,0.0
9494,30088,27167,70.0,100.0,19.0,1.0
9495,30092,33357,47.0,85.0,64.0,0.0
9496,30093,56052,96.0,87.0,90.0,1.0
9497,30094,32416,35.0,94.0,35.0,0.0
9498,30096,69237,70.0,86.0,74.0,1.0
9499,30097,44256,16.0,70.0,43.0,0.0
9500,30101,57205,21.0,77.0,46.0,0.0
9501,30102,37455,46.0,68.0,62.0,0.0
9502,30103,16358,60.0,64.0,31.0,0.0
9503,30104,3687,53.0,59.0,17.0,0.0
9504,30105,2085,9.0,10.0,1.0,0.0
9505,30106,19619,68.0,95.0,59.0,1.0
9506,30107,13872,28.0,14.0,28.0,0.0
9507,30108,7508,65.0,70.0,4.0,1.0
9508,30110,12871,71.0,59.0,11.0,1.0
9509,30113,6022,45.0,47.0,7.0,0.0
9510,30114,51915,58.0,58.0,62.0,0.0
9511,30115,37964,20.0,42.0,58.0,0.0
9512,30116,23090,63.0,76.0,27.0,1.0
9513,30117,35169,90.0,83.0,60.0,1.0
9514,30118,2513,2.0,96.0,37.0,0.0
9515,30120,39361,73.0,73.0,56.0,1.0
9516,30121,22521,55.0,73.0,47.0,0.0
9517,30122,23422,76.0,95.0,61.0,1.0
9518,30124,2812,57.0,56.0,2.0,0.0
9519,30125,24623,80.0,71.0,73.0,1.0
9520,30126,39105,48.0,92.0,65.0,0.0
9521,30127,61283,22.0,91.0,51.0,0.0
9522,30132,36238,47.0,80.0,40.0,0.0
9523,30134,44262,72.0,93.0,51.0,1.0
9524,30135,62587,42.0,91.0,45.0,0.0
9525,30137,1470,42.0,54.0,68.0,0.0
9526,30139,4161,63.0,23.0,21.0,1.0
9527,30141,21335,35.0,82.0,34.0,0.0
9528,30143,21108,28.0,29.0,31.0,0.0
9529,30144,53996,38.0,84.0,53.0,0.0
9530,30145,7812,25.0,69.0,24.0,0.0
9531,30147,4477,63.0,52.0,28.0,1.0
9532,30148,490,59.0,1.0,62.0,0.0
9533,30149,1791,16.0,61.0,30.0,0.0
9534,30152,42814,23.0,77.0,59.0,0.0
9535,30153,18045,65.0,79.0,9.0,1.0
9536,30157,48513,34.0,75.0,46.0,0.0
9537,30161,35087,81.0,85.0,32.0,1.0
9538,30164,0,0.0,0.0,0.0,0.0
9539,30165,40376,78.0,70.0,72.0,1.0
9540,30168,27538,92.0,96.0,78.0,1.0
9541,30170,3324,49.0,64.0,23.0,0.0
9542,30171,3170,26.0,29.0,1.0,0.0
9543,30173,5927,53.0,40.0,14.0,0.0
9544,30175,6614,46.0,13.0,5.0,0.0
9545,30176,7135,68.0,43.0,12.0,1.0
9546,30177,1198,39.0,35.0,1.0,0.0
9547,30178,3307,32.0,51.0,35.0,0.0
9548,30179,17899,54.0,71.0,12.0,0.0
9549,30180,34754,45.0,84.0,38.0,0.0
9550,30182,2712,45.0,8.0,4.0,0.0
9551,30183,5129,25.0,48.0,6.0,0.0
9552,30184,7180,21.0,49.0,38.0,0.0
9553,30185,3859,50.0,38.0,28.0,0.0
9554,30187,8880,14.0,78.0,34.0,0.0
9555,30188,57035,19.0,59.0,53.0,0.0
9556,30189,37259,19.0,61.0,49.0,0.0
9557,30204,12813,71.0,92.0,5.0,1.0
9558,30205,3184,10.0,25.0,26.0,0.0
9559,30206,2789,33.0,80.0,16.0,0.0
9560,30213,30318,68.0,98.0,56.0,1.0
9561,30214,29637,30.0,92.0,56.0,0.0
9562,30215,33614,4.0,82.0,26.0,0.0
9563,30216,2376,55.0,91.0,5.0,0.0
9564,30217,9640,69.0,71.0,19.0,1.0
9565,30218,1883,70.0,80.0,10.0,1.0
9566,30220,4909,54.0,84.0,46.0,0.0
9567,30222,3963,77.0,93.0,18.0,1.0
9568,30223,36116,85.0,92.0,33.0,1.0
9569,30224,24603,68.0,87.0,19.0,1.0
9570,30228,40559,60.0,95.0,44.0,0.0
9571,30230,8496,74.0,85.0,2.0,1.0
9572,30233,22318,60.0,84.0,24.0,0.0
9573,30234,2190,83.0,94.0,3.0,1.0
9574,30236,46720,84.0,96.0,61.0,1.0
9575,30238,37257,82.0,98.0,57.0,1.0
9576,30240,28463,72.0,88.0,24.0,1.0
9577,30241,25614,89.0,93.0,40.0,1.0
9578,30248,23330,30.0,84.0,33.0,0.0
9579,30250,718,31.0,88.0,92.0,0.0
9580,30251,2772,73.0,88.0,48.0,1.0
9581,30252,41595,19.0,84.0,34.0,0.0
9582,30253,53974,58.0,94.0,51.0,0.0
9583,30256,2466,39.0,67.0,9.0,0.0
9584,30257,4534,46.0,74.0,37.0,0.0
9585,30258,2811,43.0,68.0,6.0,0.0
9586,30259,2764,16.0,55.0,3.0,0.0
9587,30260,26884,88.0,95.0,60.0,1.0
9588,30263,55013,69.0,87.0,45.0,1.0
9589,30265,33553,18.0,73.0,41.0,0.0
9590,30268,9682,69.0,88.0,73.0,1.0
9591,30269,35220,18.0,63.0,47.0,0.0
9592,30273,13843,59.0,97.0,59.0,0.0
9593,30274,33709,90.0,98.0,57.0,1.0
9594,30275,0,0.0,0.0,0.0,0.0
9595,30276,14283,16.0,68.0,40.0,0.0
9596,30277,22098,8.0,60.0,39.0,0.0
9597,30281,68434,62.0,93.0,50.0,1.0
9598,30284,48,16.0,1.0,1.0,0.0
9599,30285,484,20.0,45.0,1.0,0.0
9600,30286,23420,81.0,88.0,20.0,1.0
9601,30288,9100,59.0,99.0,50.0,0.0
9602,30289,63,69.0,93.0,1.0,1.0
9603,30290,8769,17.0,85.0,49.0,0.0
9604,30291,21951,89.0,99.0,44.0,1.0
9605,30292,6399,25.0,63.0,10.0,0.0
9606,30293,2796,46.0,92.0,1.0,0.0
9607,30294,41026,42.0,99.0,40.0,0.0
9608,30295,4259,40.0,71.0,5.0,0.0
9609,30296,27029,65.0,99.0,49.0,1.0
9610,30297,27518,98.0,92.0,84.0,1.0
9611,30303,6279,96.0,96.0,51.0,1.0
9612,30305,22318,13.0,62.0,33.0,0.0
9613,30306,22329,20.0,57.0,32.0,0.0
9614,30307,18574,33.0,76.0,34.0,0.0
9615,30308,17097,69.0,89.0,41.0,1.0
9616,30309,21928,29.0,74.0,24.0,0.0
9617,30310,29152,97.0,100.0,14.0,1.0
9618,30311,36001,93.0,100.0,32.0,1.0
9619,30312,22078,85.0,95.0,34.0,1.0
9620,30313,10893,87.0,92.0,37.0,1.0
9621,30314,23468,96.0,99.0,18.0,1.0
9622,30315,33461,98.0,99.0,43.0,1.0
9623,30316,31648,72.0,96.0,40.0,1.0
9624,30317,12649,66.0,95.0,23.0,1.0
9625,30318,49728,86.0,96.0,38.0,1.0
9626,30319,39007,28.0,63.0,58.0,0.0
9627,30322,2854,1.0,79.0,41.0,0.0
9628,30324,27587,63.0,77.0,68.0,1.0
9629,30326,5429,40.0,70.0,54.0,0.0
9630,30327,23363,5.0,47.0,26.0,0.0
9631,30328,34456,26.0,75.0,46.0,0.0
9632,30329,28017,82.0,73.0,85.0,1.0
9633,30331,61010,85.0,100.0,19.0,1.0
9634,30332,3367,2.0,72.0,45.0,0.0
9635,30334,0,0.0,0.0,0.0,0.0
9636,30336,522,68.0,100.0,22.0,1.0
9637,30337,12821,97.0,99.0,46.0,1.0
9638,30338,33666,20.0,66.0,34.0,0.0
9639,30339,21250,23.0,82.0,48.0,0.0
9640,30340,30978,92.0,78.0,89.0,1.0
9641,30341,31914,79.0,77.0,79.0,1.0
9642,30342,31027,51.0,60.0,76.0,0.0
9643,30344,33365,90.0,98.0,59.0,1.0
9644,30345,24528,70.0,78.0,75.0,1.0
9645,30346,5263,44.0,79.0,56.0,0.0
9646,30349,70334,78.0,100.0,22.0,1.0
9647,30350,36434,62.0,90.0,57.0,1.0
9648,30354,16688,97.0,98.0,56.0,1.0
9649,30360,15744,76.0,72.0,84.0,1.0
9650,30363,3189,46.0,92.0,52.0,0.0
9651,30401,13747,90.0,92.0,39.0,1.0
9652,30410,1879,50.0,86.0,54.0,0.0
9653,30411,5221,74.0,95.0,24.0,1.0
9654,30412,84,41.0,55.0,1.0,0.0
9655,30413,1928,62.0,92.0,1.0,1.0
9656,30415,6054,57.0,64.0,10.0,0.0
9657,30417,10750,83.0,88.0,60.0,1.0
9658,30420,1285,59.0,53.0,69.0,0.0
9659,30421,3612,65.0,87.0,7.0,1.0
9660,30423,191,61.0,89.0,1.0,1.0
9661,30425,1315,42.0,85.0,1.0,0.0
9662,30426,894,77.0,95.0,8.0,1.0
9663,30427,11862,64.0,85.0,63.0,1.0
9664,30428,2391,65.0,82.0,3.0,1.0
9665,30429,163,39.0,93.0,1.0,0.0
9666,30434,5590,92.0,97.0,28.0,1.0
9667,30436,11797,82.0,80.0,66.0,1.0
9668,30438,48,43.0,92.0,1.0,0.0
9669,30439,11032,88.0,85.0,59.0,1.0
9670,30441,1710,65.0,89.0,6.0,1.0
9671,30442,7363,91.0,92.0,54.0,1.0
9672,30445,3439,71.0,91.0,49.0,1.0
9673,30446,1601,72.0,92.0,2.0,1.0
9674,30448,44,19.0,97.0,17.0,0.0
9675,30449,93,46.0,91.0,1.0,0.0
9676,30450,2235,70.0,90.0,5.0,1.0
9677,30451,42,61.0,92.0,1.0,1.0
9678,30452,1270,41.0,86.0,4.0,0.0
9679,30453,10474,94.0,91.0,72.0,1.0
9680,30454,597,56.0,1.0,1.0,0.0
9681,30455,455,50.0,85.0,29.0,0.0
9682,30456,1969,75.0,94.0,1.0,1.0
9683,30457,6267,65.0,89.0,7.0,1.0
9684,30458,43683,86.0,90.0,31.0,1.0
9685,30460,1104,2.0,93.0,38.0,0.0
9686,30461,13427,50.0,85.0,22.0,0.0
9687,30464,103,84.0,95.0,1.0,1.0
9688,30467,12217,75.0,93.0,12.0,1.0
9689,30470,392,18.0,51.0,1.0,0.0
9690,30471,5198,81.0,90.0,30.0,1.0
9691,30473,2531,50.0,78.0,46.0,0.0
9692,30474,16918,79.0,88.0,46.0,1.0
9693,30475,0,0.0,0.0,0.0,0.0
9694,30477,3068,88.0,98.0,49.0,1.0
9695,30501,27743,94.0,74.0,87.0,1.0
9696,30504,23601,86.0,62.0,91.0,1.0
9697,30506,42886,35.0,21.0,50.0,0.0
9698,30507,29735,75.0,73.0,89.0,1.0
9699,30510,8486,58.0,63.0,63.0,0.0
9700,30511,3722,65.0,41.0,67.0,1.0
9701,30512,18969,31.0,11.0,23.0,0.0
9702,30513,11102,59.0,9.0,21.0,0.0
9703,30516,1712,28.0,83.0,3.0,0.0
9704,30517,12423,29.0,40.0,46.0,0.0
9705,30518,48445,48.0,69.0,74.0,0.0
9706,30519,42904,17.0,78.0,58.0,0.0
9707,30520,4590,72.0,75.0,40.0,1.0
9708,30521,4708,47.0,53.0,33.0,0.0
9709,30522,790,42.0,1.0,1.0,0.0
9710,30523,12084,27.0,33.0,20.0,0.0
9711,30525,6635,55.0,32.0,50.0,0.0
9712,30527,4659,40.0,1.0,2.0,0.0
9713,30528,22883,53.0,36.0,25.0,0.0
9714,30529,9687,74.0,70.0,56.0,1.0
9715,30530,6792,59.0,43.0,42.0,0.0
9716,30531,10591,81.0,47.0,79.0,1.0
9717,30533,25412,53.0,35.0,34.0,0.0
9718,30534,28773,46.0,11.0,30.0,0.0
9719,30535,7388,54.0,25.0,37.0,0.0
9720,30536,7802,42.0,17.0,32.0,0.0
9721,30537,1585,38.0,1.0,73.0,0.0
9722,30538,2666,30.0,20.0,1.0,0.0
9723,30540,18508,68.0,15.0,65.0,1.0
9724,30541,1520,28.0,1.0,1.0,0.0
9725,30542,35837,37.0,54.0,72.0,0.0
9726,30543,4434,45.0,31.0,79.0,0.0
9727,30545,771,27.0,27.0,14.0,0.0
9728,30546,6411,35.0,5.0,21.0,0.0
9729,30547,3024,48.0,67.0,9.0,0.0
9730,30548,18217,5.0,47.0,30.0,0.0
9731,30549,22908,36.0,66.0,34.0,0.0
9732,30552,1884,40.0,11.0,31.0,0.0
9733,30553,7107,67.0,70.0,42.0,1.0
9734,30554,7456,42.0,46.0,42.0,0.0
9735,30555,2360,72.0,1.0,8.0,1.0
9736,30557,4554,49.0,60.0,23.0,0.0
9737,30558,5948,57.0,44.0,8.0,0.0
9738,30559,4410,45.0,11.0,10.0,0.0
9739,30560,4429,46.0,6.0,10.0,0.0
9740,30562,1083,64.0,1.0,32.0,1.0
9741,30563,6347,46.0,12.0,74.0,0.0
9742,30564,3980,39.0,1.0,55.0,0.0
9743,30565,4514,45.0,52.0,60.0,0.0
9744,30566,8234,64.0,64.0,82.0,1.0
9745,30567,3245,49.0,14.0,6.0,0.0
9746,30568,2452,58.0,48.0,61.0,0.0
9747,30571,4107,8.0,46.0,2.0,0.0
9748,30572,1506,42.0,15.0,17.0,0.0
9749,30573,236,13.0,1.0,1.0,0.0
9750,30575,809,64.0,41.0,56.0,1.0
9751,30576,2209,43.0,31.0,8.0,0.0
9752,30577,22533,66.0,74.0,23.0,1.0
9753,30581,0,0.0,0.0,0.0,0.0
9754,30582,5504,58.0,23.0,9.0,0.0
9755,30601,22605,96.0,93.0,61.0,1.0
9756,30602,2647,2.0,74.0,34.0,0.0
9757,30605,39717,75.0,81.0,41.0,1.0
9758,30606,41937,71.0,84.0,50.0,1.0
9759,30607,11878,81.0,85.0,84.0,1.0
9760,30609,2168,2.0,57.0,34.0,0.0
9761,30619,1254,46.0,40.0,50.0,0.0
9762,30620,12460,31.0,70.0,58.0,0.0
9763,30621,5445,15.0,57.0,36.0,0.0
9764,30622,10027,32.0,73.0,39.0,0.0
9765,30623,250,35.0,95.0,63.0,0.0
9766,30624,3159,64.0,77.0,26.0,1.0
9767,30625,2407,34.0,65.0,22.0,0.0
9768,30627,2058,55.0,79.0,16.0,0.0
9769,30628,6911,27.0,70.0,37.0,0.0
9770,30629,4431,67.0,76.0,5.0,1.0
9771,30630,2347,41.0,88.0,11.0,0.0
9772,30631,1828,80.0,96.0,15.0,1.0
9773,30633,8792,58.0,33.0,7.0,0.0
9774,30634,1652,42.0,73.0,57.0,0.0
9775,30635,15521,77.0,91.0,35.0,1.0
9776,30641,1764,32.0,9.0,17.0,0.0
9777,30642,11278,58.0,89.0,51.0,0.0
9778,30643,17052,63.0,83.0,32.0,1.0
9779,30646,6612,71.0,66.0,56.0,1.0
9780,30648,3247,63.0,83.0,25.0,1.0
9781,30650,11205,50.0,89.0,28.0,0.0
9782,30655,23928,79.0,87.0,15.0,1.0
9783,30656,16036,37.0,80.0,12.0,0.0
9784,30660,1104,77.0,88.0,56.0,1.0
9785,30662,8713,69.0,67.0,10.0,1.0
9786,30663,3465,40.0,77.0,2.0,0.0
9787,30664,32,45.0,100.0,1.0,0.0
9788,30665,116,79.0,99.0,1.0,1.0
9789,30666,9837,33.0,79.0,56.0,0.0
9790,30667,941,33.0,80.0,50.0,0.0
9791,30668,1710,75.0,87.0,1.0,1.0
9792,30669,3381,83.0,93.0,8.0,1.0
9793,30673,7659,70.0,94.0,27.0,1.0
9794,30677,17226,7.0,51.0,15.0,0.0
9795,30678,1317,32.0,93.0,8.0,0.0
9796,30680,40151,68.0,70.0,53.0,1.0
9797,30683,7226,46.0,76.0,64.0,0.0
9798,30701,39969,67.0,53.0,74.0,1.0
9799,30705,33804,75.0,19.0,66.0,1.0
9800,30707,15840,43.0,46.0,2.0,0.0
9801,30708,289,38.0,1.0,1.0,0.0
9802,30710,6676,54.0,14.0,41.0,0.0
9803,30711,3391,65.0,10.0,37.0,1.0
9804,30720,28372,78.0,55.0,82.0,1.0
9805,30721,53308,80.0,44.0,89.0,1.0
9806,30725,4090,25.0,34.0,36.0,0.0
9807,30726,0,0.0,0.0,0.0,0.0
9808,30728,20191,55.0,55.0,4.0,0.0
9809,30730,1883,73.0,62.0,36.0,1.0
9810,30731,2572,66.0,19.0,3.0,1.0
9811,30733,2207,67.0,19.0,29.0,1.0
9812,30734,3091,54.0,5.0,4.0,0.0
9813,30735,5713,57.0,21.0,46.0,0.0
9814,30736,41754,25.0,30.0,22.0,0.0
9815,30738,3924,38.0,5.0,4.0,0.0
9816,30739,5548,13.0,45.0,40.0,0.0
9817,30740,8524,42.0,33.0,51.0,0.0
9818,30741,30280,79.0,47.0,24.0,1.0
9819,30742,7991,68.0,60.0,7.0,1.0
9820,30746,1281,76.0,1.0,1.0,1.0
9821,30747,15881,80.0,76.0,13.0,1.0
9822,30750,4672,19.0,29.0,21.0,0.0
9823,30751,67,12.0,1.0,1.0,0.0
9824,30752,9016,48.0,17.0,17.0,0.0
9825,30753,7130,74.0,29.0,58.0,1.0
9826,30755,8498,54.0,42.0,42.0,0.0
9827,30756,200,52.0,1.0,89.0,0.0
9828,30757,1904,34.0,44.0,6.0,0.0
9829,30802,5625,49.0,84.0,13.0,0.0
9830,30803,770,44.0,83.0,1.0,0.0
9831,30805,2779,77.0,84.0,10.0,1.0
9832,30807,132,14.0,98.0,17.0,0.0
9833,30808,3939,51.0,82.0,42.0,0.0
9834,30809,43528,5.0,74.0,35.0,0.0
9835,30810,2103,44.0,46.0,6.0,0.0
9836,30812,393,41.0,88.0,1.0,0.0
9837,30813,36061,39.0,84.0,61.0,0.0
9838,30814,8563,57.0,83.0,31.0,0.0
9839,30815,40952,65.0,96.0,36.0,1.0
9840,30816,1975,46.0,90.0,15.0,0.0
9841,30817,7441,63.0,90.0,5.0,1.0
9842,30818,722,72.0,68.0,62.0,1.0
9843,30820,1221,47.0,88.0,16.0,0.0
9844,30821,928,76.0,97.0,1.0,1.0
9845,30822,1110,62.0,63.0,1.0,1.0
9846,30823,1703,58.0,92.0,9.0,0.0
9847,30824,17458,88.0,94.0,13.0,1.0
9848,30828,4150,83.0,96.0,6.0,1.0
9849,30830,14282,81.0,96.0,25.0,1.0
9850,30833,3368,94.0,96.0,11.0,1.0
9851,30901,15977,99.0,99.0,19.0,1.0
9852,30903,732,1.0,71.0,16.0,0.0
9853,30904,24970,88.0,94.0,31.0,1.0
9854,30905,8057,39.0,86.0,69.0,0.0
9855,30906,59755,87.0,97.0,23.0,1.0
9856,30907,52364,28.0,76.0,23.0,0.0
9857,30909,41036,65.0,93.0,32.0,1.0
9858,30912,252,8.0,96.0,39.0,0.0
9859,31001,4719,59.0,92.0,13.0,0.0
9860,31002,2639,62.0,71.0,3.0,1.0
9861,31003,154,64.0,79.0,1.0,1.0
9862,31005,17440,36.0,85.0,43.0,0.0
9863,31006,4480,86.0,94.0,10.0,1.0
9864,31007,957,55.0,96.0,37.0,0.0
9865,31008,17949,38.0,84.0,33.0,0.0
9866,31009,1503,68.0,81.0,6.0,1.0
9867,31011,906,73.0,83.0,23.0,1.0
9868,31012,3038,71.0,94.0,10.0,1.0
9869,31014,13382,59.0,87.0,22.0,0.0
9870,31015,22090,89.0,94.0,26.0,1.0
9871,31016,1503,71.0,95.0,1.0,1.0
9872,31017,1700,26.0,80.0,3.0,0.0
9873,31018,2527,54.0,96.0,19.0,0.0
9874,31019,2288,68.0,73.0,3.0,1.0
9875,31020,2271,65.0,92.0,1.0,1.0
9876,31021,27849,79.0,93.0,17.0,1.0
9877,31022,1568,31.0,83.0,25.0,0.0
9878,31023,14180,80.0,87.0,29.0,1.0
9879,31024,20404,47.0,87.0,44.0,0.0
9880,31025,1405,12.0,85.0,21.0,0.0
9881,31027,9999,77.0,89.0,34.0,1.0
9882,31028,5443,51.0,81.0,39.0,0.0
9883,31029,17062,68.0,89.0,18.0,1.0
9884,31030,18425,84.0,96.0,53.0,1.0
9885,31031,5894,56.0,86.0,5.0,0.0
9886,31032,14162,32.0,83.0,3.0,0.0
9887,31033,2107,62.0,91.0,1.0,1.0
9888,31035,1533,61.0,91.0,40.0,1.0
9889,31036,12783,63.0,89.0,31.0,1.0
9890,31037,4650,82.0,93.0,49.0,1.0
9891,31038,727,27.0,83.0,1.0,0.0
9892,31039,0,0.0,0.0,0.0,0.0
9893,31041,958,88.0,97.0,3.0,1.0
9894,31042,1808,38.0,96.0,37.0,0.0
9895,31044,3265,81.0,96.0,2.0,1.0
9896,31045,59,48.0,96.0,1.0,0.0
9897,31046,2921,23.0,83.0,10.0,0.0
9898,31047,12232,17.0,72.0,44.0,0.0
9899,31049,1659,40.0,24.0,19.0,0.0
9900,31050,1353,52.0,75.0,1.0,0.0
9901,31051,200,91.0,98.0,26.0,1.0
9902,31052,9196,28.0,86.0,7.0,0.0
9903,31054,1758,72.0,93.0,41.0,1.0
9904,31055,8253,85.0,89.0,74.0,1.0
9905,31057,1955,64.0,96.0,11.0,1.0
9906,31058,1474,54.0,24.0,1.0,0.0
9907,31060,2281,60.0,72.0,22.0,0.0
9908,31061,43916,80.0,93.0,16.0,1.0
9909,31062,496,64.0,94.0,8.0,1.0
9910,31063,5414,90.0,96.0,42.0,1.0
9911,31064,9275,77.0,86.0,35.0,1.0
9912,31065,833,59.0,96.0,3.0,0.0
9913,31066,1629,56.0,91.0,3.0,0.0
9914,31067,307,18.0,87.0,1.0,0.0
9915,31068,5216,92.0,97.0,27.0,1.0
9916,31069,20399,53.0,89.0,28.0,0.0
9917,31070,993,71.0,86.0,4.0,1.0
9918,31071,1111,75.0,92.0,26.0,1.0
9919,31072,1354,62.0,81.0,22.0,1.0
9920,31075,2782,48.0,79.0,5.0,0.0
9921,31076,3360,70.0,92.0,27.0,1.0
9922,31077,1307,57.0,82.0,30.0,0.0
9923,31078,3110,74.0,94.0,1.0,1.0
9924,31079,2226,47.0,91.0,8.0,0.0
9925,31081,258,21.0,1.0,1.0,0.0
9926,31082,10179,82.0,95.0,3.0,1.0
9927,31083,333,38.0,84.0,1.0,0.0
9928,31084,75,78.0,1.0,1.0,1.0
9929,31085,1156,51.0,86.0,40.0,0.0
9930,31087,9015,71.0,98.0,14.0,1.0
9931,31088,50600,43.0,87.0,47.0,0.0
9932,31089,4696,80.0,95.0,37.0,1.0
9933,31090,628,79.0,93.0,9.0,1.0
9934,31091,4925,89.0,96.0,49.0,1.0
9935,31092,7010,76.0,94.0,44.0,1.0
9936,31093,30606,88.0,93.0,42.0,1.0
9937,31094,1026,46.0,88.0,1.0,0.0
9938,31096,7178,77.0,94.0,2.0,1.0
9939,31097,1238,30.0,79.0,1.0,0.0
9940,31098,3241,55.0,88.0,50.0,0.0
9941,31201,8737,97.0,97.0,9.0,1.0
9942,31204,29428,91.0,97.0,13.0,1.0
9943,31206,30218,99.0,98.0,31.0,1.0
9944,31207,1120,2.0,86.0,7.0,0.0
9945,31210,32414,35.0,87.0,19.0,0.0
9946,31211,16251,78.0,96.0,14.0,1.0
9947,31213,0,0.0,0.0,0.0,0.0
9948,31216,16796,40.0,83.0,47.0,0.0
9949,31217,18193,89.0,97.0,4.0,1.0
9950,31220,12847,21.0,88.0,31.0,0.0
9951,31301,4432,77.0,95.0,52.0,1.0
9952,31302,9389,30.0,55.0,22.0,0.0
9953,31303,2436,29.0,81.0,1.0,0.0
9954,31304,0,0.0,0.0,0.0,0.0
9955,31305,7509,79.0,91.0,18.0,1.0
9956,31307,1115,37.0,54.0,53.0,0.0
9957,31308,7734,62.0,58.0,12.0,1.0
9958,31309,883,39.0,44.0,27.0,0.0
9959,31312,16529,30.0,66.0,19.0,0.0
9960,31313,41362,70.0,93.0,62.0,1.0
9961,31314,1567,1.0,83.0,67.0,0.0
9962,31315,8436,51.0,87.0,70.0,0.0
9963,31316,11820,70.0,85.0,38.0,1.0
9964,31318,488,4.0,1.0,1.0,0.0
9965,31320,9001,52.0,90.0,13.0,0.0
9966,31321,7272,65.0,79.0,34.0,1.0
9967,31322,23965,23.0,87.0,42.0,0.0
9968,31323,1289,63.0,99.0,3.0,1.0
9969,31324,22319,26.0,77.0,48.0,0.0
9970,31326,19679,39.0,71.0,33.0,0.0
9971,31327,187,1.0,95.0,1.0,0.0
9972,31328,3393,37.0,24.0,2.0,0.0
9973,31329,9316,41.0,87.0,26.0,0.0
9974,31331,6264,30.0,90.0,5.0,0.0
9975,31401,20612,91.0,93.0,40.0,1.0
