,zcta,population,sdi_score,black_score,hisp_score,top_deprived_quartile
25676,74854,1582,57.0,35.0,17.0,0.0
25677,74855,5160,27.0,29.0,25.0,0.0
25678,74856,746,43.0,1.0,26.0,0.0
25679,74857,8157,28.0,18.0,27.0,0.0
25680,74859,6059,72.0,48.0,30.0,1.0
25681,74860,1778,54.0,1.0,18.0,0.0
25682,74864,5380,31.0,24.0,21.0,0.0
25683,74865,1754,34.0,1.0,25.0,0.0
25684,74867,1016,40.0,15.0,7.0,0.0
25685,74868,13666,64.0,44.0,39.0,1.0
25686,74869,868,36.0,1.0,1.0,0.0
25687,74871,2330,35.0,15.0,2.0,0.0
25688,74872,3527,50.0,1.0,15.0,0.0
25689,74873,11909,42.0,36.0,17.0,0.0
25690,74875,1410,62.0,8.0,27.0,1.0
25691,74878,1474,47.0,8.0,16.0,0.0
25692,74880,2328,66.0,53.0,32.0,1.0
25693,74881,4508,44.0,26.0,25.0,0.0
25694,74883,2489,66.0,27.0,26.0,1.0
25695,74884,5765,78.0,72.0,26.0,1.0
25696,74901,1915,80.0,9.0,7.0,1.0
25697,74902,4041,53.0,25.0,7.0,0.0
25698,74930,2180,65.0,36.0,3.0,1.0
25699,74931,1394,59.0,9.0,13.0,0.0
25700,74932,2500,68.0,7.0,11.0,1.0
25701,74935,145,71.0,1.0,15.0,1.0
25702,74936,1230,53.0,13.0,43.0,0.0
25703,74937,5898,77.0,5.0,73.0,1.0
25704,74939,1310,51.0,70.0,53.0,0.0
25705,74940,2493,66.0,12.0,28.0,1.0
25706,74941,2706,68.0,1.0,11.0,1.0
25707,74942,177,76.0,1.0,16.0,1.0
25708,74943,141,35.0,1.0,1.0,0.0
25709,74944,1155,69.0,1.0,33.0,1.0
25710,74945,435,76.0,15.0,52.0,1.0
25711,74946,137,96.0,88.0,1.0,1.0
25712,74948,12672,66.0,29.0,27.0,1.0
25713,74949,289,57.0,1.0,4.0,0.0
25714,74951,1323,81.0,36.0,17.0,1.0
25715,74953,11946,56.0,34.0,58.0,0.0
25716,74954,4700,77.0,43.0,33.0,1.0
25717,74955,15093,76.0,14.0,29.0,1.0
25718,74956,2055,62.0,17.0,12.0,1.0
25719,74957,1127,56.0,1.0,32.0,0.0
25720,74959,6970,64.0,61.0,30.0,1.0
25721,74960,13439,76.0,7.0,45.0,1.0
25722,74962,4661,67.0,39.0,16.0,1.0
25723,74963,600,35.0,1.0,21.0,0.0
25724,74964,2494,69.0,5.0,34.0,1.0
25725,74965,5342,73.0,14.0,38.0,1.0
25726,74966,3501,39.0,8.0,21.0,0.0
25727,75001,14128,38.0,70.0,77.0,0.0
25728,75002,68347,16.0,66.0,63.0,0.0
25729,75006,49620,64.0,57.0,91.0,1.0
25730,75007,53513,30.0,61.0,79.0,0.0
25731,75009,9409,17.0,21.0,67.0,0.0
25732,75010,24529,28.0,72.0,63.0,0.0
25733,75013,35568,4.0,52.0,44.0,0.0
25734,75019,40610,9.0,49.0,59.0,0.0
25735,75020,22325,62.0,60.0,53.0,1.0
25736,75021,7995,56.0,33.0,52.0,0.0
25737,75022,23626,1.0,31.0,50.0,0.0
25738,75023,47787,25.0,62.0,66.0,0.0
25739,75024,40843,16.0,55.0,43.0,0.0
25740,75025,53483,8.0,61.0,42.0,0.0
25741,75028,45225,2.0,53.0,54.0,0.0
25742,75032,30877,17.0,53.0,71.0,0.0
25743,75034,85700,11.0,58.0,67.0,0.0
25744,75035,56427,5.0,62.0,57.0,0.0
25745,75038,29643,73.0,85.0,76.0,1.0
25746,75039,14724,25.0,67.0,63.0,0.0
25747,75040,60948,63.0,72.0,89.0,1.0
25748,75041,32098,85.0,62.0,94.0,1.0
25749,75042,40264,93.0,62.0,93.0,1.0
25750,75043,60452,64.0,83.0,82.0,1.0
25751,75044,40623,48.0,67.0,75.0,0.0
25752,75048,22585,9.0,72.0,66.0,0.0
25753,75050,41765,78.0,76.0,91.0,1.0
25754,75051,42711,89.0,79.0,94.0,1.0
25755,75052,91137,42.0,87.0,85.0,0.0
25756,75054,7366,1.0,89.0,68.0,0.0
25757,75056,53186,26.0,62.0,71.0,0.0
25758,75057,13749,80.0,64.0,88.0,1.0
25759,75058,2872,32.0,10.0,74.0,0.0
25760,75060,47538,77.0,50.0,94.0,1.0
25761,75061,53328,87.0,66.0,95.0,1.0
25762,75062,47347,78.0,74.0,88.0,1.0
25763,75063,38233,34.0,78.0,53.0,0.0
25764,75065,11537,19.0,42.0,61.0,0.0
25765,75067,66088,61.0,69.0,83.0,1.0
25766,75068,46216,25.0,78.0,77.0,0.0
25767,75069,36245,71.0,66.0,84.0,1.0
25768,75070,85063,9.0,65.0,61.0,0.0
25769,75071,43547,12.0,73.0,68.0,0.0
25770,75074,47916,68.0,71.0,85.0,1.0
25771,75075,35558,29.0,59.0,68.0,0.0
25772,75076,7542,35.0,16.0,37.0,0.0
25773,75077,35890,5.0,57.0,57.0,0.0
25774,75078,15080,8.0,53.0,56.0,0.0
25775,75080,47897,54.0,54.0,77.0,0.0
25776,75081,35269,36.0,74.0,66.0,0.0
25777,75082,23014,8.0,61.0,54.0,0.0
25778,75087,31253,12.0,48.0,62.0,0.0
25779,75088,25827,19.0,73.0,73.0,0.0
25780,75089,31461,16.0,76.0,76.0,0.0
25781,75090,23860,86.0,74.0,79.0,1.0
25782,75092,23404,47.0,59.0,58.0,0.0
25783,75093,47883,15.0,52.0,45.0,0.0
25784,75094,22159,4.0,72.0,40.0,0.0
25785,75098,50835,15.0,71.0,70.0,0.0
25786,75101,607,72.0,68.0,93.0,1.0
25787,75102,1261,55.0,53.0,85.0,0.0
25788,75103,13487,30.0,30.0,41.0,0.0
25789,75104,47571,43.0,95.0,74.0,0.0
25790,75105,135,21.0,26.0,32.0,0.0
25791,75109,4308,37.0,55.0,42.0,0.0
25792,75110,28648,87.0,80.0,82.0,1.0
25793,75114,4874,31.0,63.0,61.0,0.0
25794,75115,51147,45.0,98.0,65.0,0.0
25795,75116,20465,74.0,86.0,88.0,1.0
25796,75117,3505,42.0,44.0,46.0,0.0
25797,75119,26853,77.0,63.0,86.0,1.0
25798,75124,4083,38.0,19.0,27.0,0.0
25799,75125,5739,63.0,74.0,84.0,1.0
25800,75126,37042,14.0,67.0,72.0,0.0
25801,75127,1862,53.0,44.0,54.0,0.0
25802,75132,1093,11.0,71.0,64.0,0.0
25803,75134,21397,77.0,97.0,75.0,1.0
25804,75135,6312,27.0,45.0,64.0,0.0
25805,75137,19102,49.0,93.0,79.0,0.0
25806,75140,6843,57.0,19.0,64.0,0.0
25807,75141,5672,75.0,91.0,86.0,1.0
25808,75142,18020,63.0,49.0,78.0,1.0
25809,75143,15970,64.0,33.0,60.0,1.0
25810,75144,3083,68.0,83.0,37.0,1.0
25811,75146,18887,58.0,97.0,69.0,0.0
25812,75147,7716,70.0,37.0,57.0,1.0
25813,75148,5987,78.0,76.0,57.0,1.0
25814,75149,56366,76.0,85.0,86.0,1.0
25815,75150,60810,78.0,80.0,87.0,1.0
25816,75152,5185,38.0,47.0,84.0,0.0
25817,75153,452,36.0,51.0,86.0,0.0
25818,75154,38440,38.0,86.0,76.0,0.0
25819,75155,2795,68.0,36.0,89.0,1.0
25820,75156,14920,58.0,15.0,43.0,0.0
25821,75157,303,83.0,73.0,65.0,1.0
25822,75158,4171,21.0,19.0,28.0,0.0
25823,75159,18861,62.0,73.0,83.0,1.0
25824,75160,24830,79.0,78.0,79.0,1.0
25825,75161,6953,36.0,68.0,61.0,0.0
25826,75163,1837,26.0,54.0,24.0,0.0
25827,75164,602,20.0,1.0,71.0,0.0
25828,75165,40835,54.0,71.0,78.0,0.0
25829,75166,3657,4.0,74.0,42.0,0.0
25830,75167,10372,12.0,22.0,72.0,0.0
25831,75169,13292,54.0,44.0,49.0,0.0
25832,75172,4050,91.0,86.0,93.0,1.0
25833,75173,4203,26.0,39.0,72.0,0.0
25834,75180,24011,90.0,83.0,93.0,1.0
25835,75181,27929,40.0,90.0,82.0,0.0
25836,75182,5677,3.0,44.0,54.0,0.0
25837,75189,23167,25.0,46.0,71.0,0.0
25838,75201,12009,55.0,77.0,58.0,0.0
25839,75202,2206,37.0,75.0,65.0,0.0
25840,75203,15549,99.0,91.0,92.0,1.0
25841,75204,28672,77.0,75.0,77.0,1.0
25842,75205,24050,18.0,18.0,44.0,0.0
25843,75206,38826,69.0,55.0,77.0,1.0
25844,75207,8932,63.0,92.0,74.0,1.0
25845,75208,30139,89.0,46.0,97.0,1.0
25846,75209,14430,31.0,76.0,71.0,0.0
25847,75210,7365,100.0,98.0,81.0,1.0
25848,75211,76261,94.0,58.0,99.0,1.0
25849,75212,26043,97.0,87.0,94.0,1.0
25850,75214,33815,38.0,55.0,73.0,0.0
25851,75215,14645,98.0,98.0,67.0,1.0
25852,75216,51133,98.0,96.0,86.0,1.0
25853,75217,82353,92.0,86.0,96.0,1.0
25854,75218,22264,32.0,63.0,76.0,0.0
25855,75219,22237,68.0,52.0,84.0,1.0
25856,75220,44450,95.0,42.0,94.0,1.0
25857,75223,13573,90.0,68.0,97.0,1.0
25858,75224,35655,97.0,86.0,95.0,1.0
25859,75225,21001,3.0,6.0,35.0,0.0
25860,75226,3571,78.0,84.0,83.0,1.0
25861,75227,57876,93.0,88.0,94.0,1.0
25862,75228,73579,96.0,82.0,92.0,1.0
25863,75229,32806,54.0,37.0,85.0,0.0
25864,75230,27052,40.0,63.0,66.0,0.0
25865,75231,37979,97.0,86.0,86.0,1.0
25866,75232,29155,88.0,97.0,81.0,1.0
25867,75233,15373,94.0,90.0,92.0,1.0
25868,75234,30682,59.0,38.0,91.0,0.0
25869,75235,18914,94.0,74.0,92.0,1.0
25870,75236,16406,93.0,93.0,88.0,1.0
25871,75237,19312,97.0,99.0,66.0,1.0
25872,75238,31362,78.0,78.0,80.0,1.0
25873,75240,26603,97.0,68.0,94.0,1.0
25874,75241,29362,89.0,99.0,65.0,1.0
25875,75243,61406,92.0,92.0,78.0,1.0
25876,75244,13351,33.0,61.0,73.0,0.0
25877,75246,2895,94.0,88.0,90.0,1.0
25878,75247,629,82.0,96.0,1.0,1.0
25879,75248,35236,32.0,64.0,72.0,0.0
25880,75249,14496,44.0,94.0,86.0,0.0
25881,75251,2876,46.0,56.0,66.0,0.0
25882,75252,25749,51.0,70.0,66.0,0.0
25883,75253,19514,82.0,66.0,95.0,1.0
25884,75254,25375,84.0,81.0,86.0,1.0
25885,75270,0,0.0,0.0,0.0,0.0
25886,75287,52559,58.0,87.0,73.0,0.0
25887,75390,0,0.0,0.0,0.0,0.0
25888,75401,18219,88.0,76.0,81.0,1.0
25889,75402,17047,46.0,66.0,57.0,0.0
25890,75407,15932,58.0,51.0,82.0,0.0
25891,75409,13056,34.0,59.0,71.0,0.0
25892,75410,4452,60.0,1.0,48.0,0.0
25893,75411,1276,46.0,1.0,23.0,0.0
25894,75412,525,11.0,36.0,1.0,0.0
25895,75413,224,58.0,1.0,1.0,0.0
25896,75414,3262,37.0,34.0,32.0,0.0
25897,75415,174,45.0,1.0,68.0,0.0
25898,75416,2444,28.0,58.0,47.0,0.0
25899,75417,2479,56.0,28.0,26.0,0.0
25900,75418,14076,64.0,67.0,63.0,1.0
25901,75420,1084,30.0,13.0,62.0,0.0
25902,75421,1018,50.0,73.0,3.0,0.0
25903,75422,2726,19.0,63.0,51.0,0.0
25904,75423,2788,31.0,28.0,55.0,0.0
25905,75424,3638,32.0,29.0,44.0,0.0
25906,75426,5064,69.0,91.0,60.0,1.0
25907,75428,10428,90.0,81.0,65.0,1.0
25908,75431,1922,50.0,39.0,67.0,0.0
25909,75432,3516,69.0,70.0,45.0,1.0
25910,75433,2839,36.0,11.0,51.0,0.0
25911,75435,1797,37.0,34.0,69.0,0.0
25912,75436,2035,50.0,64.0,13.0,0.0
25913,75437,1286,21.0,1.0,52.0,0.0
25914,75438,931,12.0,16.0,1.0,0.0
25915,75439,1179,51.0,17.0,4.0,0.0
25916,75440,6429,32.0,36.0,44.0,0.0
25917,75441,90,1.0,1.0,1.0,0.0
25918,75442,9740,46.0,51.0,73.0,0.0
25919,75446,3252,44.0,68.0,63.0,0.0
25920,75447,1063,26.0,1.0,59.0,0.0
25921,75448,570,6.0,1.0,37.0,0.0
25922,75449,1221,64.0,79.0,64.0,1.0
25923,75450,344,16.0,1.0,54.0,0.0
25924,75451,905,48.0,48.0,1.0,0.0
25925,75452,4524,43.0,39.0,52.0,0.0
25926,75453,3333,46.0,11.0,50.0,0.0
25927,75454,7109,5.0,75.0,61.0,0.0
25928,75455,28835,75.0,67.0,88.0,1.0
25929,75457,6340,45.0,63.0,50.0,0.0
25930,75459,4694,57.0,1.0,58.0,0.0
25931,75460,22422,88.0,85.0,39.0,1.0
25932,75462,11895,25.0,32.0,53.0,0.0
25933,75468,672,35.0,42.0,1.0,0.0
25934,75469,425,46.0,47.0,17.0,0.0
25935,75470,433,39.0,1.0,73.0,0.0
25936,75471,1276,47.0,27.0,81.0,0.0
25937,75472,3690,63.0,38.0,54.0,1.0
25938,75473,3967,9.0,22.0,48.0,0.0
25939,75474,15049,65.0,16.0,56.0,1.0
25940,75475,140,39.0,1.0,75.0,0.0
25941,75476,1084,32.0,68.0,28.0,0.0
25942,75477,895,66.0,69.0,30.0,1.0
25943,75478,1034,22.0,1.0,53.0,0.0
25944,75479,1707,38.0,18.0,33.0,0.0
25945,75480,1675,62.0,1.0,84.0,1.0
25946,75481,428,38.0,1.0,17.0,0.0
25947,75482,24834,71.0,66.0,68.0,1.0
25948,75486,2527,38.0,24.0,53.0,0.0
25949,75487,1354,65.0,73.0,66.0,1.0
25950,75488,987,52.0,1.0,41.0,0.0
25951,75489,902,56.0,16.0,32.0,0.0
25952,75490,2225,47.0,37.0,56.0,0.0
25953,75491,5436,50.0,57.0,41.0,0.0
25954,75492,421,40.0,1.0,45.0,0.0
25955,75493,609,74.0,1.0,98.0,1.0
25956,75494,10033,58.0,44.0,66.0,0.0
25957,75495,7034,19.0,7.0,51.0,0.0
25958,75496,3450,45.0,63.0,41.0,0.0
25959,75497,3476,24.0,5.0,69.0,0.0
25960,75501,36417,82.0,92.0,49.0,1.0
25961,75503,24978,41.0,77.0,32.0,0.0
25962,75550,907,63.0,76.0,63.0,1.0
25963,75551,11268,49.0,77.0,35.0,0.0
25964,75554,1661,33.0,8.0,30.0,0.0
25965,75555,1328,36.0,71.0,20.0,0.0
25966,75556,1100,55.0,56.0,20.0,0.0
25967,75558,1555,65.0,1.0,52.0,1.0
25968,75559,5294,35.0,77.0,36.0,0.0
25969,75560,936,39.0,88.0,3.0,0.0
25970,75561,5298,69.0,68.0,56.0,1.0
25971,75562,34,1.0,1.0,1.0,0.0
25972,75563,4751,56.0,73.0,46.0,0.0
25973,75565,301,92.0,50.0,41.0,1.0
25974,75566,594,55.0,91.0,33.0,0.0
25975,75567,5010,43.0,33.0,7.0,0.0
25976,75568,2508,70.0,80.0,8.0,1.0
25977,75569,3069,57.0,87.0,71.0,0.0
25978,75570,11077,64.0,81.0,57.0,1.0
25979,75571,2721,50.0,78.0,21.0,0.0
25980,75572,3801,61.0,86.0,9.0,1.0
25981,75573,38,25.0,100.0,1.0,0.0
25982,75574,1828,39.0,1.0,27.0,0.0
25983,75601,16925,76.0,84.0,73.0,1.0
25984,75602,22756,87.0,91.0,82.0,1.0
25985,75603,5829,55.0,88.0,61.0,0.0
25986,75604,31428,69.0,75.0,73.0,1.0
25987,75605,28911,30.0,70.0,48.0,0.0
25988,75630,2242,38.0,78.0,34.0,0.0
25989,75631,2796,36.0,71.0,60.0,0.0
25990,75633,14874,45.0,81.0,57.0,0.0
25991,75638,6572,59.0,88.0,60.0,0.0
25992,75639,2839,37.0,85.0,27.0,0.0
25993,75640,4185,30.0,61.0,18.0,0.0
25994,75641,269,39.0,100.0,47.0,0.0
25995,75642,66,1.0,1.0,1.0,0.0
25996,75643,2353,48.0,29.0,45.0,0.0
25997,75644,12012,54.0,67.0,56.0,0.0
25998,75645,10029,38.0,60.0,54.0,0.0
25999,75647,12537,57.0,77.0,43.0,0.0
26000,75650,7764,20.0,50.0,4.0,0.0
26001,75651,2608,18.0,67.0,9.0,0.0
26002,75652,17324,60.0,85.0,66.0,0.0
26003,75654,11970,55.0,71.0,77.0,0.0
26004,75656,4771,74.0,74.0,42.0,1.0
26005,75657,8021,56.0,85.0,27.0,0.0
26006,75661,2931,61.0,86.0,53.0,1.0
26007,75662,25335,57.0,74.0,69.0,0.0
26008,75667,1033,43.0,74.0,54.0,0.0
26009,75668,1927,88.0,88.0,40.0,1.0
26010,75669,605,10.0,78.0,1.0,0.0
26011,75670,18184,84.0,94.0,76.0,1.0
26012,75672,16310,44.0,77.0,56.0,0.0
26013,75681,2195,56.0,76.0,29.0,0.0
26014,75682,518,35.0,16.0,4.0,0.0
26015,75683,4351,42.0,56.0,54.0,0.0
26016,75684,8288,57.0,81.0,67.0,0.0
26017,75686,12987,69.0,80.0,77.0,1.0
26018,75691,2817,55.0,83.0,69.0,0.0
26019,75692,4688,39.0,75.0,57.0,0.0
26020,75693,6951,35.0,54.0,46.0,0.0
26021,75701,35865,73.0,84.0,74.0,1.0
26022,75702,27962,95.0,92.0,91.0,1.0
26023,75703,37336,39.0,74.0,46.0,0.0
26024,75704,9152,66.0,81.0,82.0,1.0
26025,75705,2185,68.0,97.0,42.0,1.0
26026,75706,9069,76.0,80.0,86.0,1.0
26027,75707,14916,48.0,68.0,54.0,0.0
26028,75708,7540,72.0,77.0,90.0,1.0
26029,75709,4761,52.0,85.0,61.0,0.0
26030,75750,3952,29.0,67.0,44.0,0.0
26031,75751,17029,69.0,73.0,75.0,1.0
26032,75752,7104,40.0,61.0,65.0,0.0
26033,75754,5752,51.0,33.0,71.0,0.0
26034,75755,5778,50.0,66.0,27.0,0.0
26035,75756,4353,45.0,16.0,69.0,0.0
26036,75757,11246,23.0,49.0,53.0,0.0
26037,75758,8229,24.0,49.0,30.0,0.0
26038,75759,88,76.0,94.0,76.0,1.0
26039,75760,2277,26.0,63.0,40.0,0.0
26040,75762,12579,12.0,63.0,20.0,0.0
26041,75763,5843,50.0,67.0,53.0,0.0
26042,75764,144,33.0,43.0,48.0,0.0
26043,75765,7616,26.0,71.0,42.0,0.0
26044,75766,26495,80.0,77.0,83.0,1.0
26045,75770,3376,24.0,79.0,44.0,0.0
26046,75771,21403,42.0,55.0,33.0,0.0
26047,75773,12816,39.0,47.0,59.0,0.0
26048,75778,3255,16.0,7.0,43.0,0.0
26049,75779,124,65.0,1.0,1.0,1.0
26050,75780,377,73.0,1.0,99.0,1.0
26051,75783,7759,41.0,38.0,27.0,0.0
26052,75784,1002,62.0,36.0,71.0,1.0
26053,75785,10882,58.0,77.0,61.0,0.0
26054,75788,221,16.0,1.0,1.0,0.0
26055,75789,6942,41.0,71.0,36.0,0.0
26056,75790,4607,47.0,1.0,62.0,0.0
26057,75791,13691,20.0,52.0,42.0,0.0
26058,75792,3217,71.0,83.0,60.0,1.0
26059,75801,16187,70.0,81.0,69.0,1.0
26060,75803,23446,60.0,84.0,71.0,0.0
26061,75831,5772,50.0,62.0,72.0,0.0
26062,75832,121,38.0,94.0,61.0,0.0
26063,75833,3849,37.0,58.0,48.0,0.0
26064,75835,11041,76.0,90.0,59.0,1.0
26065,75838,570,31.0,54.0,28.0,0.0
26066,75839,4766,46.0,54.0,36.0,0.0
26067,75840,6965,45.0,78.0,69.0,0.0
26068,75844,6238,47.0,69.0,44.0,0.0
26069,75845,3878,61.0,69.0,52.0,1.0
26070,75846,2848,77.0,38.0,79.0,1.0
26071,75847,1819,42.0,75.0,26.0,0.0
26072,75848,82,21.0,1.0,27.0,0.0
26073,75849,97,69.0,1.0,70.0,1.0
26074,75850,763,75.0,93.0,1.0,1.0
26075,75851,4787,62.0,88.0,64.0,1.0
26076,75852,5161,33.0,90.0,83.0,0.0
26077,75853,1028,58.0,71.0,79.0,0.0
26078,75855,2213,51.0,84.0,55.0,0.0
26079,75856,175,1.0,62.0,65.0,0.0
26080,75858,34,16.0,93.0,70.0,0.0
26081,75859,2044,51.0,72.0,64.0,0.0
26082,75860,6212,51.0,75.0,69.0,0.0
26083,75861,8288,62.0,92.0,75.0,1.0
26084,75862,9108,49.0,67.0,54.0,0.0
26085,75901,30698,77.0,75.0,80.0,1.0
26086,75904,34062,74.0,83.0,70.0,1.0
26087,75925,4173,63.0,84.0,47.0,1.0
26088,75926,1195,22.0,76.0,47.0,0.0
26089,75928,986,46.0,98.0,1.0,0.0
26090,75929,1777,43.0,41.0,29.0,0.0
26091,75930,1921,58.0,9.0,23.0,0.0
26092,75931,2450,34.0,55.0,1.0,0.0
26093,75932,1701,19.0,67.0,4.0,0.0
26094,75933,1048,43.0,80.0,50.0,0.0
26095,75934,64,66.0,94.0,34.0,1.0
26096,75935,14137,69.0,81.0,74.0,1.0
26097,75936,989,22.0,60.0,25.0,0.0
26098,75937,889,59.0,64.0,52.0,0.0
26099,75938,2633,28.0,44.0,20.0,0.0
26100,75939,4222,73.0,77.0,79.0,1.0
26101,75941,9454,71.0,69.0,85.0,1.0
26102,75942,242,31.0,99.0,40.0,0.0
26103,75943,1409,46.0,58.0,35.0,0.0
26104,75944,1518,54.0,1.0,15.0,0.0
26105,75946,2979,68.0,80.0,45.0,1.0
26106,75948,6064,67.0,67.0,30.0,1.0
26107,75949,7157,44.0,37.0,40.0,0.0
26108,75951,15362,72.0,89.0,59.0,1.0
26109,75954,3311,45.0,57.0,45.0,0.0
26110,75956,7562,45.0,71.0,43.0,0.0
26111,75959,691,54.0,1.0,1.0,0.0
26112,75960,736,64.0,81.0,79.0,1.0
26113,75961,15519,89.0,87.0,63.0,1.0
26114,75962,3129,2.0,92.0,61.0,0.0
26115,75964,19135,86.0,78.0,87.0,1.0
26116,75965,19330,60.0,75.0,52.0,0.0
26117,75966,4602,56.0,84.0,29.0,0.0
26118,75968,1777,50.0,61.0,53.0,0.0
26119,75969,3815,65.0,44.0,10.0,1.0
26120,75972,6420,60.0,89.0,47.0,0.0
26121,75973,2325,46.0,81.0,51.0,0.0
26122,75974,3003,81.0,83.0,78.0,1.0
26123,75975,3658,64.0,74.0,58.0,1.0
26124,75976,929,94.0,81.0,55.0,1.0
26125,75977,1172,28.0,98.0,1.0,0.0
26126,75978,33,9.0,1.0,1.0,0.0
26127,75979,11718,60.0,77.0,54.0,0.0
26128,75980,2966,51.0,26.0,38.0,0.0
26129,76001,30308,27.0,82.0,73.0,0.0
26130,76002,33758,24.0,89.0,77.0,0.0
26131,76006,23823,69.0,89.0,70.0,1.0
26132,76008,15003,3.0,11.0,46.0,0.0
26133,76009,20144,48.0,18.0,78.0,0.0
26134,76010,58674,98.0,75.0,93.0,1.0
26135,76011,22730,97.0,84.0,88.0,1.0
26136,76012,26423,61.0,70.0,74.0,1.0
26137,76013,30855,60.0,72.0,65.0,0.0
26138,76014,34933,83.0,85.0,88.0,1.0
26139,76015,16747,66.0,79.0,77.0,1.0
26140,76016,31811,10.0,59.0,60.0,0.0
26141,76017,45618,32.0,82.0,64.0,0.0
26142,76018,28507,42.0,87.0,83.0,0.0
26143,76020,26707,43.0,17.0,54.0,0.0
26144,76021,35729,31.0,60.0,62.0,0.0
26145,76022,12701,45.0,61.0,63.0,0.0
26146,76023,5392,29.0,1.0,34.0,0.0
26147,76028,64909,21.0,39.0,61.0,0.0
26148,76031,17840,67.0,44.0,81.0,1.0
26149,76033,24689,60.0,26.0,77.0,0.0
26150,76034,24542,1.0,31.0,43.0,0.0
26151,76035,1800,19.0,16.0,69.0,0.0
26152,76036,23377,33.0,71.0,75.0,0.0
26153,76039,33283,53.0,67.0,74.0,0.0
26154,76040,30531,67.0,80.0,73.0,1.0
26155,76041,304,16.0,1.0,91.0,0.0
26156,76043,7453,57.0,9.0,75.0,0.0
26157,76044,3749,44.0,13.0,67.0,0.0
26158,76048,22754,53.0,25.0,66.0,0.0
26159,76049,25854,13.0,10.0,54.0,0.0
26160,76050,5789,22.0,32.0,45.0,0.0
26161,76051,49599,39.0,37.0,75.0,0.0
26162,76052,18187,6.0,41.0,61.0,0.0
26163,76053,29809,72.0,58.0,78.0,1.0
26164,76054,11620,3.0,49.0,58.0,0.0
26165,76055,2744,76.0,63.0,74.0,1.0
26166,76058,17298,53.0,35.0,68.0,0.0
26167,76059,5119,79.0,68.0,87.0,1.0
26168,76060,7404,23.0,59.0,67.0,0.0
26169,76061,188,9.0,1.0,1.0,0.0
26170,76063,65707,13.0,75.0,66.0,0.0
26171,76064,1398,13.0,41.0,50.0,0.0
26172,76065,31097,9.0,50.0,60.0,0.0
26173,76066,3280,21.0,1.0,28.0,0.0
26174,76067,21343,84.0,52.0,77.0,1.0
26175,76070,656,11.0,1.0,40.0,0.0
26176,76071,3923,32.0,38.0,74.0,0.0
26177,76073,5802,15.0,1.0,45.0,0.0
26178,76077,469,18.0,54.0,45.0,0.0
26179,76078,10292,39.0,15.0,80.0,0.0
26180,76082,18247,42.0,14.0,49.0,0.0
26181,76084,8108,56.0,57.0,79.0,0.0
26182,76085,9250,45.0,39.0,73.0,0.0
26183,76086,21408,55.0,35.0,69.0,0.0
26184,76087,25926,19.0,29.0,56.0,0.0
26185,76088,11694,17.0,10.0,56.0,0.0
26186,76092,28371,1.0,41.0,42.0,0.0
26187,76093,1849,48.0,1.0,58.0,0.0
26188,76102,9377,91.0,85.0,76.0,1.0
26189,76103,14475,90.0,83.0,90.0,1.0
26190,76104,17415,99.0,93.0,87.0,1.0
26191,76105,21329,97.0,91.0,93.0,1.0
26192,76106,37706,92.0,59.0,98.0,1.0
26193,76107,27418,69.0,72.0,78.0,1.0
26194,76108,41264,50.0,57.0,75.0,0.0
26195,76109,22376,43.0,51.0,57.0,0.0
26196,76110,30399,82.0,44.0,96.0,1.0
26197,76111,23262,83.0,35.0,96.0,1.0
26198,76112,40416,92.0,93.0,80.0,1.0
26199,76114,25016,81.0,32.0,91.0,1.0
26200,76115,21060,93.0,63.0,97.0,1.0
26201,76116,47834,83.0,75.0,80.0,1.0
26202,76117,31439,76.0,43.0,89.0,1.0
26203,76118,15290,43.0,64.0,76.0,0.0
26204,76119,46223,96.0,93.0,86.0,1.0
26205,76120,18024,84.0,92.0,75.0,1.0
26206,76123,30939,32.0,91.0,74.0,0.0
26207,76126,20752,8.0,43.0,59.0,0.0
26208,76127,2007,27.0,85.0,82.0,0.0
26209,76129,2932,2.0,68.0,64.0,0.0
26210,76131,33894,32.0,71.0,80.0,0.0
26211,76132,25975,55.0,80.0,70.0,0.0
26212,76133,50642,71.0,84.0,84.0,1.0
26213,76134,26311,82.0,92.0,86.0,1.0
26214,76135,22217,59.0,52.0,78.0,0.0
26215,76137,57085,37.0,66.0,76.0,0.0
26216,76140,29406,67.0,89.0,84.0,1.0
26217,76148,23867,32.0,49.0,73.0,0.0
26218,76155,4104,60.0,90.0,66.0,0.0
26219,76164,16652,86.0,24.0,99.0,1.0
26220,76177,6470,20.0,61.0,60.0,0.0
26221,76179,52684,19.0,51.0,76.0,0.0
26222,76180,35085,56.0,56.0,74.0,0.0
26223,76182,30016,7.0,42.0,59.0,0.0
26224,76201,27162,89.0,74.0,72.0,1.0
26225,76205,20911,81.0,73.0,77.0,1.0
26226,76207,13146,46.0,61.0,74.0,0.0
26227,76208,20106,45.0,58.0,78.0,0.0
26228,76209,25550,79.0,63.0,81.0,1.0
26229,76210,42894,16.0,63.0,70.0,0.0
26230,76225,3310,18.0,6.0,46.0,0.0
26231,76226,21790,1.0,15.0,53.0,0.0
26232,76227,25683,16.0,60.0,64.0,0.0
26233,76228,1022,40.0,28.0,37.0,0.0
26234,76230,9431,46.0,4.0,58.0,0.0
26235,76233,3496,22.0,18.0,49.0,0.0
26236,76234,15571,41.0,20.0,68.0,0.0
